Date,Call Volume,CCT,Service Level,Abandon Rate
04/25/24,22567.0,339.21,0.9787,0.0084
04/26/24,22280.0,329.72,0.9353,0.0045000000000000005
04/27/24,14692.0,330.12,0.8672,0.0087
04/28/24,10148.0,324.27,0.7461,0.0173
04/29/24,26280.0,363.1,0.6457999999999999,0.0572
04/30/24,25188.0,346.88,0.8304,0.019799999999999998
05/01/24,27653.0,316.87,0.9872,0.0019
05/02/24,25397.0,351.18,0.9046,0.008
05/03/24,26168.0,352.4,0.9582999999999999,0.0040999999999999995
05/04/24,16820.0,351.65,0.9428,0.0048
05/12/24,8162.0,346.05,0.8539,0.0197
05/13/24,26132.0,346.11,0.6108,0.0302
05/14/24,24354.0,342.66,0.7202,0.023399999999999997
05/15/24,25217.0,322.79,0.9411,0.0063
05/16/24,23768.0,358.38,0.7818999999999999,0.013600000000000001
05/17/24,23437.0,345.74,0.7984,0.0204
05/18/24,14761.0,347.18,0.5979,0.0296
05/19/24,9901.0,350.66,0.7051000000000001,0.0274
05/20/24,26363.0,348.16,0.7815000000000001,0.0144
05/21/24,23930.0,339.74,0.7101000000000001,0.0242
05/22/24,23274.0,322.32,0.8995000000000001,0.0088
05/23/24,23980.0,350.4,0.8581,0.0115
05/24/24,22158.0,343.89,0.8742,0.0066
05/25/24,14687.0,334.28,0.848,0.0111
05/26/24,8720.0,339.62,0.868,0.009300000000000001
05/27/24,12426.0,325.84,0.956,0.0040999999999999995
05/28/24,25849.0,318.05,0.9548000000000001,0.004699999999999999
05/29/24,23492.0,292.49,0.9853000000000001,0.0022
05/30/24,23041.0,329.36,0.8365,0.018500000000000003
05/31/24,25027.0,320.32,0.9632,0.0064
06/01/24,17543.0,342.94,0.82,0.013999999999999999
06/02/24,11620.0,339.3,0.9854999999999999,0.0017000000000000001
06/03/24,30859.0,333.82,0.9606999999999999,0.0033
06/04/24,26938.0,340.13,0.9884999999999999,0.0023
06/05/24,25705.0,333.61,0.9568000000000001,0.0036
06/06/24,23898.0,324.11,0.9902,0.0029
06/07/24,22988.0,325.13,0.91,0.0076
06/08/24,15035.0,346.76,0.9373999999999999,0.0051
06/09/24,9968.0,340.54,0.985,0.0024
06/10/24,26820.0,335.94,0.9457,0.0045000000000000005
06/11/24,24021.0,339.59,0.9357,0.0049
06/12/24,23552.0,334.07,0.9386,0.0053
06/13/24,22778.0,317.04,0.9678,0.0060999999999999995
06/14/24,23276.0,325.78,0.8941,0.0084
06/15/24,14831.0,341.26,0.9725,0.0033
06/16/24,8648.0,339.39,0.9832,0.0022
06/17/24,26763.0,334.85,0.8926000000000001,0.0095
06/18/24,24501.0,329.12,0.9412,0.0062
06/19/24,23216.0,340.66,0.8758,0.0077
06/20/24,24554.0,325.43,0.9454,0.006500000000000001
06/21/24,24108.0,321.2,0.8955,0.0089
06/22/24,15477.0,342.28,0.9104000000000001,0.0173
06/23/24,10536.0,343.41,0.9790000000000001,0.0024
06/24/24,26564.0,335.8,0.8737,0.0105
06/25/24,24308.0,336.15,0.8759999999999999,0.0102
06/26/24,23037.0,330.91,0.8321999999999999,0.0105
06/27/24,22647.0,318.16,0.9381,0.004699999999999999
06/28/24,22163.0,312.02,0.8276,0.0139
06/29/24,15440.0,333.49,0.8721,0.0078000000000000005
06/30/24,10436.0,350.71,0.8254,0.0173
07/01/24,29844.0,337.32,0.9567,0.006
07/02/24,25366.0,341.93,0.8094,0.0182
07/03/24,25057.0,346.14,0.8472,0.0143
07/04/24,10669.0,342.87,0.9325,0.0066
07/05/24,23259.0,334.18,0.94,0.0098
07/06/24,14224.0,309.07,0.9731000000000001,0.0037
07/07/24,10079.0,344.97,0.9495999999999999,0.005600000000000001
07/08/24,27531.0,344.37,0.9159999999999999,0.0088
07/09/24,24988.0,337.43,0.8728,0.0113
07/10/24,23820.0,343.14,0.865,0.0095
07/11/24,22718.0,343.63,0.7426,0.0212
07/12/24,21909.0,343.12,0.7981,0.0187
07/13/24,14472.0,324.61,0.8841,0.0113
07/14/24,9747.0,355.49,0.5642,0.031
07/15/24,25811.0,344.21,0.7783,0.0311
07/16/24,22971.0,350.43,0.6936,0.024399999999999998
07/17/24,22681.0,346.31,0.774,0.0229
07/18/24,21844.0,340.13,0.8851,0.0088
07/19/24,22116.0,331.17,0.8673000000000001,0.0139
07/20/24,14538.0,322.58,0.8169,0.0167
07/21/24,9869.0,351.77,0.7462000000000001,0.017
07/22/24,24841.0,346.0,0.7852,0.025699999999999997
07/23/24,22083.0,340.49,0.7358,0.021
07/24/24,21243.0,336.71,0.8462999999999999,0.0187
07/25/24,21402.0,336.35,0.8665999999999999,0.0111
07/26/24,20631.0,324.96,0.9162,0.0079
07/27/24,13721.0,315.51,0.9448000000000001,0.009300000000000001
07/28/24,9272.0,344.95,0.7962,0.0149
07/29/24,23180.0,337.61,0.7968999999999999,0.015600000000000001
07/30/24,21392.0,336.99,0.9523999999999999,0.004
07/31/24,22000.0,337.33,0.978,0.0031
08/01/24,24376.0,336.1,0.9493,0.006999999999999999
08/02/24,23876.0,337.29,0.9521,0.0039000000000000003
08/03/24,15758.0,333.33,0.9792000000000001,0.0026
08/04/24,10463.0,314.74,0.9956999999999999,0.0019
08/05/24,25956.0,346.2,0.9863,0.0021
08/06/24,23713.0,346.15,0.9903,0.0017000000000000001
08/07/24,22646.0,339.92,0.915,0.006
08/08/24,21690.0,343.25,0.9187000000000001,0.004699999999999999
08/09/24,21283.0,331.8,0.8993000000000001,0.0113
08/10/24,14064.0,320.23,0.9747,0.0026
08/11/24,9865.0,307.9,0.9926999999999999,0.0012
08/12/24,24663.0,347.28,0.9017000000000001,0.0064
08/13/24,22390.0,340.03,0.9265000000000001,0.0058
08/14/24,23168.0,343.06,0.9284,0.0055000000000000005
08/15/24,23218.0,341.9,0.9157,0.006
08/16/24,22550.0,334.77,0.9597,0.003
08/17/24,14930.0,320.62,0.9806,0.0034999999999999996
08/18/24,10190.0,300.24,0.9848,0.0060999999999999995
08/19/24,25018.0,353.82,0.8306999999999999,0.0248
08/20/24,23130.0,349.75,0.8556,0.0118
08/21/24,23002.0,344.1,0.8817,0.0095
08/22/24,22006.0,347.25,0.8438,0.0103
08/23/24,21979.0,343.98,0.8001999999999999,0.0166
08/24/24,14269.0,328.21,0.9181,0.0084
08/25/24,10306.0,313.89,0.9057999999999999,0.0068000000000000005
08/26/24,23706.0,348.67,0.8989,0.0060999999999999995
08/27/24,22131.0,337.49,0.8690000000000001,0.008100000000000001
08/28/24,22414.0,333.75,0.8778,0.0131
08/29/24,21343.0,346.42,0.5592,0.0559
08/30/24,21826.0,343.3,0.8892,0.012199999999999999
08/31/24,15384.0,340.79,0.7098,0.0229
09/01/24,10608.0,333.03,0.8794,0.009899999999999999
09/02/24,14620.0,311.08,0.9693999999999999,0.0028000000000000004
09/03/24,28572.0,358.6,0.5882999999999999,0.038
09/04/24,25882.0,347.92,0.9494,0.004699999999999999
09/05/24,24291.0,336.45,0.8595,0.0113
09/06/24,22187.0,339.59,0.882,0.01
09/07/24,14810.0,335.51,0.9404,0.005
09/08/24,9931.0,323.31,0.9721,0.0027
09/09/24,25596.0,315.69,0.9495999999999999,0.0091
09/10/24,22996.0,350.17,0.6679999999999999,0.0233
09/11/24,22505.0,346.95,0.9104000000000001,0.0147
09/12/24,22478.0,342.63,0.7284999999999999,0.024
09/13/24,21805.0,337.1,0.8606999999999999,0.0126
09/14/24,14449.0,328.03,0.9175,0.0087
09/15/24,9920.0,339.1,0.8815000000000001,0.0127
09/16/24,24813.0,322.58,0.8579000000000001,0.011000000000000001
09/17/24,22467.0,347.21,0.7393000000000001,0.017
09/18/24,21897.0,344.04,0.8695999999999999,0.0148
09/19/24,21496.0,339.89,0.7963,0.0165
09/20/24,21368.0,333.57,0.8484999999999999,0.0108
09/21/24,14224.0,338.62,0.9027,0.0068000000000000005
09/22/24,9828.0,326.5,0.9370999999999999,0.005699999999999999
09/23/24,23858.0,308.16,0.997,0.0019
09/24/24,21438.0,321.39,0.9637,0.0044
09/25/24,22228.0,346.47,0.8209000000000001,0.0103
09/26/24,20375.0,338.09,0.813,0.0116
09/27/24,19350.0,331.5,0.9346,0.0059
09/28/24,13071.0,320.6,0.8420000000000001,0.013500000000000002
09/29/24,9232.0,335.95,0.9118999999999999,0.008
09/30/24,24261.0,335.8,0.7286,0.0223
10/01/24,25757.0,332.92,0.9248000000000001,0.0073
10/02/24,23791.0,312.84,0.9620000000000001,0.0051
10/03/24,23904.0,343.85,0.8675,0.0106
10/04/24,22690.0,347.32,0.9651000000000001,0.0037
10/05/24,14068.0,340.04,0.9765999999999999,0.0027
10/06/24,9568.0,334.76,0.9579000000000001,0.0048
10/07/24,23412.0,339.32,0.9745,0.003
10/08/24,21300.0,326.69,0.977,0.0028000000000000004
10/09/24,19323.0,303.94,0.996,0.0014000000000000002
10/10/24,19355.0,350.48,0.7702,0.0154
10/11/24,19716.0,337.57,0.9057,0.0069
10/12/24,13191.0,339.67,0.8604999999999999,0.0109
10/13/24,9319.0,339.08,0.8258,0.0166
10/14/24,20625.0,338.26,0.7707999999999999,0.0149
10/15/24,21392.0,334.42,0.8199,0.018600000000000002
10/16/24,21972.0,315.57,0.8922,0.013000000000000001
10/17/24,21144.0,343.71,0.8408,0.0104
10/18/24,20444.0,346.49,0.8495,0.0124
10/19/24,13546.0,341.85,0.8864,0.0091
10/20/24,9448.0,338.15,0.8767,0.009300000000000001
10/21/24,24558.0,336.66,0.8237000000000001,0.0334
10/22/24,22700.0,325.43,0.8831,0.0111
10/23/24,21949.0,301.0,0.9974,0.0017000000000000001
10/24/24,21078.0,315.01,0.9925,0.0013
10/25/24,20565.0,345.29,0.9181,0.0063
10/26/24,13258.0,342.02,0.7743000000000001,0.0282
10/27/24,9290.0,337.01,0.8931999999999999,0.0064
10/28/24,22733.0,331.42,0.9198000000000001,0.0068000000000000005
10/29/24,21111.0,321.21,0.8294,0.0158
10/30/24,19820.0,323.39,0.9843000000000001,0.0036
10/31/24,19779.0,319.21,0.9919,0.0015
11/01/24,24495.0,346.56,0.7087,0.0218
11/02/24,16521.0,342.15,0.9170999999999999,0.0059
11/03/24,11653.0,334.58,0.8783,0.008100000000000001
11/04/24,26664.0,338.22,0.9433,0.0051
11/05/24,22032.0,338.25,0.9690000000000001,0.0049
11/06/24,21815.0,331.46,0.9671,0.0040999999999999995
11/07/24,22814.0,317.49,0.9528,0.0055000000000000005
11/08/24,22067.0,349.61,0.8951,0.0084
11/09/24,14642.0,341.34,0.8759,0.009899999999999999
11/10/24,10155.0,343.4,0.7519,0.0222
11/11/24,21263.0,338.58,0.8681,0.0104
11/12/24,23257.0,335.76,0.8748999999999999,0.010700000000000001
11/13/24,23056.0,327.92,0.8719,0.0131
11/14/24,22691.0,304.14,0.9408,0.0064
11/15/24,22591.0,348.33,0.8264,0.013000000000000001
11/16/24,15017.0,347.94,0.7931999999999999,0.0209
11/17/24,10343.0,336.89,0.7642,0.0183
11/18/24,25016.0,356.11,0.6498,0.0287
11/19/24,23171.0,347.99,0.778,0.015
11/20/24,23339.0,330.61,0.8096,0.0222
11/21/24,22145.0,314.1,0.9314,0.0066
11/22/24,21415.0,352.77,0.705,0.019
11/23/24,15453.0,344.46,0.7182,0.0213
11/24/24,10315.0,341.23,0.7885,0.0172
11/25/24,24322.0,334.74,0.7791,0.0176
11/26/24,22639.0,338.34,0.8844,0.0097
11/27/24,20362.0,317.43,0.8462000000000001,0.0148
11/28/24,4617.0,303.16,0.8722,0.0128
11/29/24,19725.0,317.62,0.9684,0.0048
11/30/24,15478.0,346.45,0.9031,0.0070999999999999995
12/01/24,12777.0,341.38,0.9192,0.0075
12/02/24,31121.0,341.51,0.9373999999999999,0.004699999999999999
12/03/24,27916.0,344.47,0.9384999999999999,0.0055000000000000005
12/04/24,23339.0,336.1,0.9273,0.005699999999999999
12/05/24,22778.0,325.7,0.9853000000000001,0.0026
12/06/24,22550.0,315.21,0.9942,0.0023
12/07/24,15035.0,350.65,0.8941,0.0066
12/08/24,10086.0,345.89,0.9072,0.0064
12/09/24,25475.5,341.13,0.9116,0.0063
12/10/24,23713.0,339.38,0.9042,0.0069
12/11/24,23339.0,338.31,0.8261,0.015
12/12/24,22778.0,327.49,0.9068,0.0083
12/13/24,22550.0,308.99,0.9989,0.0011
12/14/24,15035.0,347.65,0.8767,0.0070999999999999995
12/15/24,10086.0,340.33,0.9468000000000001,0.0051
12/16/24,25475.5,335.46,0.9536,0.0043
12/17/24,23234.0,333.6,0.9926999999999999,0.001
12/18/24,23040.0,333.52,0.7722,0.028999999999999998
12/19/24,21317.0,317.9,0.9223,0.0103
12/20/24,21261.0,316.51,0.9465,0.0059
12/21/24,15030.0,348.12,0.851,0.0109
12/22/24,10218.0,341.54,0.9892,0.0017000000000000001
12/23/24,21749.0,330.84,0.9026000000000001,0.0088
12/24/24,12525.0,328.02,0.8522,0.0124
12/25/24,2980.0,328.13,0.8058,0.0123
12/26/24,20267.0,322.41,0.746,0.0207
12/27/24,21576.0,305.23,0.9669,0.0029
12/28/24,14696.0,339.47,0.8083,0.0138
12/29/24,9049.0,345.64,0.8493,0.0132
12/30/24,24280.0,336.53,0.9843000000000001,0.0024
12/31/24,18423.0,336.81,0.95,0.0059
01/01/25,8051.0,311.42,0.977,0.0051
01/02/25,26094.0,343.18,0.9414,0.0064
01/03/25,25315.0,327.78,0.9570000000000001,0.0051
01/04/25,16723.0,317.2,0.8545,0.0152
01/05/25,9615.0,364.23,0.6498999999999999,0.023
01/06/25,24129.0,344.26,0.8813,0.0105
01/07/25,22765.0,351.21,0.8371999999999999,0.012
01/08/25,21787.0,354.55,0.8347,0.011699999999999999
01/09/25,18948.0,339.34,0.9494,0.0059
01/10/25,20183.0,324.84,0.8968,0.01
01/11/25,14455.0,313.16,0.9109,0.0092
01/12/25,9799.0,353.12,0.8216,0.0126
01/13/25,23740.0,349.79,0.9179999999999999,0.0076
01/14/25,21921.0,341.69,0.8471,0.0179
01/15/25,22338.0,337.37,0.8881,0.0078000000000000005
01/16/25,21070.0,338.23,0.9085,0.022000000000000002
01/17/25,20819.0,334.15,0.8309000000000001,0.0232
01/18/25,14170.0,316.73,0.9401,0.0055000000000000005
01/19/25,8803.0,357.62,0.7631999999999999,0.0197
01/20/25,16591.0,344.62,0.8117,0.0174
01/21/25,20505.0,347.9,0.87,0.0111
01/22/25,21526.0,348.02,0.861,0.0106
01/23/25,20890.0,339.3,0.9,0.0068000000000000005
01/24/25,20375.0,320.24,0.8633,0.0141
01/25/25,14648.0,307.59,0.9561,0.0036
01/26/25,8970.0,349.55,0.8974,0.0066
01/27/25,23139.0,342.63,0.8926000000000001,0.008100000000000001
01/28/25,21712.0,334.9,0.7945,0.0149
01/29/25,20015.0,335.75,0.8637,0.050199999999999995
01/30/25,20135.0,329.1,0.9863,0.0026
01/31/25,21893.0,330.0,0.879,0.009300000000000001
02/01/25,16452.0,298.43,0.9897,0.0027
02/02/25,10769.0,319.98,0.9483,0.0072
02/03/25,27260.0,314.37,0.9773000000000001,0.0032
02/04/25,23715.0,358.43,0.5535,0.0454
02/05/25,22011.0,347.2,0.8429000000000001,0.0118
02/06/25,21660.0,338.69,0.8390000000000001,0.0173
02/07/25,21468.0,339.28,0.8814,0.0087
02/08/25,14838.0,333.7,0.8806,0.0089
02/09/25,8597.0,327.75,0.818,0.0172
02/10/25,23689.0,317.87,0.9640000000000001,0.0048
02/11/25,21778.0,340.24,0.8318000000000001,0.0137
02/12/25,22247.0,339.18,0.8813,0.010700000000000001
02/13/25,21131.0,336.27,0.8345999999999999,0.0298
02/14/25,20580.0,337.3,0.8920999999999999,0.0088
02/15/25,14858.0,335.74,0.8478,0.0115
02/16/25,9522.0,325.52,0.9218000000000001,0.0068000000000000005
02/17/25,19950.0,317.52,0.9329000000000001,0.0079
02/18/25,21806.0,347.01,0.713,0.0199
02/19/25,22394.0,341.37,0.9095,0.006999999999999999
02/20/25,22192.0,337.66,0.8937999999999999,0.0079
02/21/25,22146.0,339.5,0.9179999999999999,0.0060999999999999995
02/22/25,14876.0,338.12,0.8267,0.0129
02/23/25,9781.0,338.39,0.7581,0.0181
02/24/25,23190.0,314.12,0.9599,0.0048
02/25/25,21803.0,348.31,0.7963,0.014499999999999999
02/26/25,21769.0,334.92,0.9312,0.0079
02/27/25,21712.0,329.66,0.9087000000000001,0.0069
02/28/25,22862.0,332.95,0.7204,0.0209
03/01/25,16747.0,340.64,0.9037999999999999,0.0103
03/02/25,11178.0,338.63,0.9217,0.0072
03/03/25,27511.0,327.71,0.9751000000000001,0.0039000000000000003
03/04/25,23955.0,311.34,0.9731000000000001,0.0043
03/05/25,23041.0,352.17,0.909,0.0079
03/06/25,22276.0,345.25,0.9262999999999999,0.0059
03/07/25,21656.0,338.3,0.9208,0.0083
03/08/25,14499.0,343.4,0.9372,0.0064
03/09/25,9514.0,341.22,0.9539,0.006999999999999999
03/10/25,24650.0,328.16,0.9357,0.0074
03/11/25,21941.0,310.67,0.8567,0.013000000000000001
03/12/25,21839.0,343.58,0.9157,0.0072
03/13/25,20562.0,341.68,0.9331999999999999,0.0118
03/14/25,20580.0,339.15,0.8919,0.0103
03/15/25,14367.0,344.11,0.9059,0.0102
03/16/25,9749.0,346.33,0.9081,0.008199999999999999
03/17/25,23933.0,335.56,0.8543000000000001,0.0123
03/18/25,21325.0,322.31,0.8258,0.019799999999999998
03/19/25,21614.0,356.03,0.7859999999999999,0.0178
03/20/25,21931.0,347.32,0.8591,0.0139
03/21/25,20427.0,350.96,0.78,0.0518
03/22/25,13935.0,352.85,0.9155,0.0075
03/23/25,9193.0,334.47,0.9248999999999999,0.023799999999999998
03/24/25,23428.0,333.59,0.878,0.0139
03/25/25,21466.0,318.93,0.8867,0.0096
03/26/25,20916.0,347.64,0.9384999999999999,0.0046
03/27/25,20350.0,345.66,0.8761,0.0127
03/28/25,20277.0,342.09,0.8521,0.0143
03/29/25,13274.0,346.67,0.7992,0.0177
03/30/25,8855.0,338.32,0.7737,0.0152
03/31/25,23728.0,322.18,0.6940000000000001,0.04019999999999999
04/01/25,24424.0,343.24,0.5827,0.0436
04/02/25,22059.0,333.43,0.8538,0.013999999999999999
04/03/25,23069.0,317.02,0.8563,0.0154
04/04/25,21918.0,345.27,0.8583,0.011200000000000002
04/05/25,14401.0,342.82,0.94,0.004699999999999999
04/06/25,9941.0,335.1,0.9276000000000001,0.0060999999999999995
04/07/25,23836.0,341.19,0.8942,0.0060999999999999995
04/08/25,21773.0,339.25,0.8096,0.020499999999999997
04/09/25,21167.0,330.97,0.8395,0.0203
04/10/25,20652.0,315.46,0.8934000000000001,0.020099999999999996
04/11/25,20609.0,343.27,0.8548,0.020099999999999996
04/12/25,13378.0,340.25,0.91055,0.0123
04/13/25,9088.0,342.93,0.9013,0.0126
04/14/25,23477.0,344.62,0.90235,0.0131
04/15/25,22081.0,342.15,0.8758,0.021
04/16/25,21481.0,342.125,0.8932,0.0181
04/17/25,20232.0,339.3,0.9,0.0159
04/18/25,18508.0,339.28,0.9009999999999999,0.0169
04/19/25,12978.0,352.46,0.8608,0.013500000000000002
04/20/25,5287.0,345.6,0.8226,0.014199999999999999
04/21/25,23594.0,342.14,0.9177,0.0072
04/22/25,21974.0,340.39,0.9198000000000001,0.006
04/23/25,20924.0,332.21,0.8869,0.0103
04/24/25,19815.0,310.64,0.9767,0.0039000000000000003
04/25/25,20110.0,342.97,0.9018999999999999,0.006999999999999999
04/26/25,12973.0,336.92,0.9689,0.0029
04/27/25,8841.0,337.75,0.8942,0.006
04/28/25,22607.0,332.6,0.8275,0.013600000000000001
04/29/25,20511.0,332.28,0.8492000000000001,0.0115
04/30/25,23358.0,315.54,0.8837999999999999,0.013300000000000001
05/01/25,24124.0,310.74,0.9383,0.0058
05/02/25,23904.0,323.5,0.8169,0.0197
05/03/25,15393.0,326.91,0.9719,0.0083
05/04/25,10502.0,351.43,0.8195999999999999,0.011399999999999999
05/05/25,25870.0,352.85,0.9035,0.0079
05/06/25,22898.0,352.22,0.8598,0.0113
05/07/25,21062.0,349.06,0.9107999999999999,0.0073
05/08/25,20074.0,336.96,0.9201999999999999,0.0088
05/09/25,20007.0,323.73,0.8668,0.011200000000000002
05/10/25,12713.0,354.26,0.9179,0.0063
05/11/25,7235.0,347.63,0.9467,0.0034999999999999996
05/12/25,22991.0,343.57,0.9370999999999999,0.0066
05/13/25,21446.0,337.18,0.9037999999999999,0.0115
05/14/25,22082.0,344.48,0.9118999999999999,0.0070999999999999995
05/15/25,21510.0,336.15,0.8456,0.013500000000000002
05/16/25,20555.0,330.5,0.9315000000000001,0.0075
05/17/25,13682.0,354.57,0.9276000000000001,0.0068000000000000005
05/18/25,9201.0,351.85,0.9540000000000001,0.0040999999999999995
05/19/25,23467.0,340.93,0.9140999999999999,0.0067
05/20/25,21749.0,343.35,0.9472,0.0058
05/21/25,21467.0,341.07,0.8347,0.0105
05/22/25,20063.0,330.24,0.9172,0.0079
05/23/25,19619.0,321.45,0.9390000000000001,0.005600000000000001
05/24/25,12838.0,351.95,0.9397,0.0040999999999999995
05/25/25,8208.0,346.15,0.9763,0.0034000000000000002
05/26/25,11190.0,345.64,0.8255,0.029300000000000003
05/27/25,23198.0,339.63,0.8244,0.0143
05/28/25,22059.0,339.98,0.8756,0.0085
05/29/25,19772.0,331.8,0.892,0.0108
05/30/25,21055.0,318.77,0.8918,0.0101
05/31/25,14386.0,340.25,0.8564,0.0127
