Month,Day,Interval,Service Level,Call Volume,Abandoned Calls,Abandoned Rate,CCT,Date,DateTime
April,1,20:00,0.9865999999999999,522.0,1.0,0.0019,351.62,04/01/25,2025-04-01 20:00
April,1,20:30,0.9954000000000001,438.0,1.0,0.0023,325.31,04/01/25,2025-04-01 20:30
April,1,21:00,1.0,396.0,1.0,0.0025,313.25,04/01/25,2025-04-01 21:00
April,1,21:30,0.9969,325.0,0.0,0.0,360.79,04/01/25,2025-04-01 21:30
April,1,22:00,0.7283,277.0,12.0,0.0433,333.05,04/01/25,2025-04-01 22:00
April,1,22:30,0.7619,212.0,2.0,0.009399999999999999,338.09,04/01/25,2025-04-01 22:30
April,1,23:00,1.0,153.0,0.0,0.0,357.27,04/01/25,2025-04-01 23:00
April,1,23:30,1.0,109.0,0.0,0.0,314.5,04/01/25,2025-04-01 23:30
April,2,0:00,1.0,81.0,0.0,0.0,298.96,04/02/25,2025-04-02 00:00
April,2,0:30,1.0,67.0,0.0,0.0,291.91,04/02/25,2025-04-02 00:30
April,2,1:00,1.0,50.0,0.0,0.0,304.42,04/02/25,2025-04-02 01:00
April,2,1:30,1.0,31.0,0.0,0.0,398.48,04/02/25,2025-04-02 01:30
April,2,2:00,0.8,17.0,2.0,0.1176,269.07,04/02/25,2025-04-02 02:00
April,2,2:30,0.9412,17.0,0.0,0.0,384.65,04/02/25,2025-04-02 02:30
April,2,3:00,1.0,11.0,1.0,0.0909,158.4,04/02/25,2025-04-02 03:00
April,2,3:30,1.0,11.0,0.0,0.0,500.64,04/02/25,2025-04-02 03:30
April,2,4:00,1.0,14.0,0.0,0.0,338.5,04/02/25,2025-04-02 04:00
April,2,4:30,1.0,13.0,0.0,0.0,316.0,04/02/25,2025-04-02 04:30
April,2,5:00,1.0,13.0,0.0,0.0,291.38,04/02/25,2025-04-02 05:00
April,2,5:30,1.0,27.0,0.0,0.0,252.81,04/02/25,2025-04-02 05:30
April,2,6:00,1.0,24.0,0.0,0.0,337.29,04/02/25,2025-04-02 06:00
April,2,6:30,1.0,44.0,0.0,0.0,263.02,04/02/25,2025-04-02 06:30
April,2,7:00,1.0,64.0,0.0,0.0,292.98,04/02/25,2025-04-02 07:00
April,2,7:30,0.8615,131.0,1.0,0.0076,265.77,04/02/25,2025-04-02 07:30
April,2,8:00,0.9956,226.0,0.0,0.0,288.84,04/02/25,2025-04-02 08:00
April,2,8:30,0.9753000000000001,367.0,2.0,0.0054,284.42,04/02/25,2025-04-02 08:30
April,2,9:00,0.9848,527.0,1.0,0.0019,327.67,04/02/25,2025-04-02 09:00
April,2,9:30,0.9273,622.0,3.0,0.0048,302.43,04/02/25,2025-04-02 09:30
April,2,10:00,0.9902,711.0,0.0,0.0,325.18,04/02/25,2025-04-02 10:00
April,2,10:30,0.899,863.0,2.0,0.0023,334.19,04/02/25,2025-04-02 10:30
April,2,11:00,0.9976999999999999,880.0,1.0,0.0011,314.32,04/02/25,2025-04-02 11:00
April,2,11:30,0.9903,931.0,0.0,0.0,341.7,04/02/25,2025-04-02 11:30
April,2,12:00,0.995,1000.0,1.0,0.001,343.43,04/02/25,2025-04-02 12:00
April,2,12:30,0.8703,1016.0,14.0,0.0138,347.97,04/02/25,2025-04-02 12:30
April,2,13:00,0.9742000000000001,1087.0,1.0,0.0009,340.35,04/02/25,2025-04-02 13:00
April,2,13:30,0.9373,1060.0,8.0,0.0075,339.39,04/02/25,2025-04-02 13:30
April,2,14:00,0.9778,1039.0,2.0,0.0019,340.94,04/02/25,2025-04-02 14:00
April,2,14:30,0.9990000000000001,998.0,1.0,0.001,340.29,04/02/25,2025-04-02 14:30
April,2,15:00,0.9990000000000001,983.0,2.0,0.002,349.96,04/02/25,2025-04-02 15:00
April,2,15:30,0.9968,938.0,2.0,0.0021,356.18,04/02/25,2025-04-02 15:30
April,2,16:00,0.9990000000000001,975.0,1.0,0.001,346.35,04/02/25,2025-04-02 16:00
April,2,16:30,0.9989,940.0,0.0,0.0,346.13,04/02/25,2025-04-02 16:30
April,2,17:00,0.9989,897.0,3.0,0.0033,331.62,04/02/25,2025-04-02 17:00
April,2,17:30,0.9963,819.0,0.0,0.0,336.6,04/02/25,2025-04-02 17:30
April,2,18:00,0.9890000000000001,727.0,1.0,0.0014000000000000002,359.08,04/02/25,2025-04-02 18:00
April,2,18:30,0.9954999999999999,670.0,1.0,0.0015,365.72,04/02/25,2025-04-02 18:30
April,2,19:00,0.9951000000000001,614.0,0.0,0.0,346.79,04/02/25,2025-04-02 19:00
April,2,19:30,0.9843000000000001,510.0,0.0,0.0,344.07,04/02/25,2025-04-02 19:30
April,2,20:00,0.9929000000000001,425.0,1.0,0.0024,342.44,04/02/25,2025-04-02 20:00
April,2,20:30,0.9947,382.0,2.0,0.0052,345.96,04/02/25,2025-04-02 20:30
April,2,21:00,0.9942,343.0,0.0,0.0,346.53,04/02/25,2025-04-02 21:00
April,2,21:30,0.9965999999999999,298.0,0.0,0.0,332.28,04/02/25,2025-04-02 21:30
April,2,22:00,1.0,204.0,3.0,0.0147,335.82,04/02/25,2025-04-02 22:00
April,2,22:30,1.0,172.0,4.0,0.0233,302.27,04/02/25,2025-04-02 22:30
April,2,23:00,0.9917,124.0,4.0,0.0323,313.58,04/02/25,2025-04-02 23:00
April,2,23:30,1.0,96.0,4.0,0.0417,302.68,04/02/25,2025-04-02 23:30
April,3,0:00,1.0,65.0,0.0,0.0,321.58,04/03/25,2025-04-03 00:00
April,3,0:30,1.0,56.0,1.0,0.0179,404.98,04/03/25,2025-04-03 00:30
April,3,1:00,1.0,54.0,0.0,0.0,294.35,04/03/25,2025-04-03 01:00
April,3,1:30,1.0,19.0,0.0,0.0,376.68,04/03/25,2025-04-03 01:30
April,3,2:00,1.0,21.0,0.0,0.0,205.9,04/03/25,2025-04-03 02:00
April,3,2:30,1.0,30.0,0.0,0.0,170.07,04/03/25,2025-04-03 02:30
April,3,3:00,1.0,10.0,0.0,0.0,258.9,04/03/25,2025-04-03 03:00
April,3,3:30,1.0,8.0,0.0,0.0,433.0,04/03/25,2025-04-03 03:30
April,3,4:00,0.9412,17.0,0.0,0.0,237.24,04/03/25,2025-04-03 04:00
April,3,4:30,1.0,10.0,0.0,0.0,268.5,04/03/25,2025-04-03 04:30
April,3,5:00,1.0,21.0,0.0,0.0,234.1,04/03/25,2025-04-03 05:00
April,3,5:30,1.0,21.0,1.0,0.047599999999999996,247.15,04/03/25,2025-04-03 05:30
April,3,6:00,1.0,36.0,0.0,0.0,263.19,04/03/25,2025-04-03 06:00
April,3,6:30,0.9778,46.0,1.0,0.0217,299.82,04/03/25,2025-04-03 06:30
April,3,7:00,0.9876999999999999,81.0,0.0,0.0,239.98,04/03/25,2025-04-03 07:00
April,3,7:30,1.0,146.0,1.0,0.0068000000000000005,243.49,04/03/25,2025-04-03 07:30
April,3,8:00,0.9962000000000001,261.0,0.0,0.0,256.9,04/03/25,2025-04-03 08:00
April,3,8:30,0.9947,380.0,0.0,0.0,293.29,04/03/25,2025-04-03 08:30
April,3,9:00,0.9963,539.0,1.0,0.0019,309.16,04/03/25,2025-04-03 09:00
April,3,9:30,0.8829,713.0,13.0,0.0182,312.02,04/03/25,2025-04-03 09:30
April,3,10:00,0.9256,834.0,1.0,0.0012,309.65,04/03/25,2025-04-03 10:00
April,3,10:30,0.9647,855.0,4.0,0.004699999999999999,337.67,04/03/25,2025-04-03 10:30
April,3,11:00,0.9828,992.0,2.0,0.002,313.13,04/03/25,2025-04-03 11:00
April,3,11:30,0.9858,1057.0,0.0,0.0,317.25,04/03/25,2025-04-03 11:30
April,3,12:00,0.9990000000000001,1004.0,2.0,0.002,338.41,04/03/25,2025-04-03 12:00
April,3,12:30,0.9758,998.0,7.0,0.006999999999999999,334.34,04/03/25,2025-04-03 12:30
April,3,13:00,0.9329000000000001,1015.0,2.0,0.002,352.28,04/03/25,2025-04-03 13:00
April,3,13:30,0.968,1003.0,3.0,0.003,350.11,04/03/25,2025-04-03 13:30
April,3,14:00,0.998,1023.0,1.0,0.001,344.59,04/03/25,2025-04-03 14:00
April,3,14:30,0.996,996.0,4.0,0.004,346.89,04/03/25,2025-04-03 14:30
April,3,15:00,0.9990000000000001,1023.0,3.0,0.0029,332.17,04/03/25,2025-04-03 15:00
April,3,15:30,0.9662000000000001,1065.0,1.0,0.0009,347.84,04/03/25,2025-04-03 15:30
April,3,16:00,0.9968,941.0,2.0,0.0021,345.92,04/03/25,2025-04-03 16:00
April,3,16:30,0.9925,932.0,0.0,0.0,370.43,04/03/25,2025-04-03 16:30
April,3,17:00,1.0,893.0,0.0,0.0,341.28,04/03/25,2025-04-03 17:00
April,3,17:30,0.9989,879.0,3.0,0.0034000000000000002,353.61,04/03/25,2025-04-03 17:30
April,3,18:00,0.9925,801.0,0.0,0.0,340.09,04/03/25,2025-04-03 18:00
April,3,18:30,0.6376,726.0,50.0,0.0689,363.48,04/03/25,2025-04-03 18:30
April,3,19:00,0.42060000000000003,686.0,37.0,0.053899999999999997,364.38,04/03/25,2025-04-03 19:00
April,3,19:30,0.8275,606.0,9.0,0.0149,367.3,04/03/25,2025-04-03 19:30
April,3,20:00,0.9701000000000001,504.0,3.0,0.006,358.77,04/03/25,2025-04-03 20:00
April,3,20:30,0.988,416.0,1.0,0.0024,330.51,04/03/25,2025-04-03 20:30
April,3,21:00,1.0,350.0,0.0,0.0,346.72,04/03/25,2025-04-03 21:00
April,3,21:30,1.0,282.0,1.0,0.0034999999999999996,311.37,04/03/25,2025-04-03 21:30
April,3,22:00,0.9251,233.0,6.0,0.0258,324.63,04/03/25,2025-04-03 22:00
April,3,22:30,0.9947,188.0,0.0,0.0,283.39,04/03/25,2025-04-03 22:30
April,3,23:00,1.0,129.0,0.0,0.0,325.74,04/03/25,2025-04-03 23:00
April,3,23:30,1.0,104.0,1.0,0.0096,326.71,04/03/25,2025-04-03 23:30
April,4,0:00,1.0,77.0,0.0,0.0,363.03,04/04/25,2025-04-04 00:00
April,4,0:30,1.0,58.0,1.0,0.0172,303.65,04/04/25,2025-04-04 00:30
April,4,1:00,0.9804,52.0,1.0,0.0192,319.45,04/04/25,2025-04-04 01:00
April,4,1:30,1.0,30.0,0.0,0.0,346.1,04/04/25,2025-04-04 01:30
April,4,2:00,0.9167000000000001,24.0,0.0,0.0,304.04,04/04/25,2025-04-04 02:00
April,4,2:30,0.9333,15.0,0.0,0.0,289.73,04/04/25,2025-04-04 02:30
April,4,3:00,1.0,16.0,0.0,0.0,289.5,04/04/25,2025-04-04 03:00
April,4,3:30,0.7,10.0,0.0,0.0,278.2,04/04/25,2025-04-04 03:30
April,4,4:00,0.75,11.0,3.0,0.2727,345.75,04/04/25,2025-04-04 04:00
April,4,4:30,0.9167000000000001,12.0,0.0,0.0,243.92,04/04/25,2025-04-04 04:30
April,4,5:00,1.0,23.0,0.0,0.0,323.74,04/04/25,2025-04-04 05:00
April,4,5:30,1.0,20.0,0.0,0.0,305.3,04/04/25,2025-04-04 05:30
April,4,6:00,0.9778,45.0,0.0,0.0,267.38,04/04/25,2025-04-04 06:00
April,4,6:30,0.9836,61.0,0.0,0.0,240.03,04/04/25,2025-04-04 06:30
April,4,7:00,0.963,81.0,0.0,0.0,252.49,04/04/25,2025-04-04 07:00
April,4,7:30,1.0,127.0,1.0,0.0079,230.85,04/04/25,2025-04-04 07:30
April,4,8:00,0.9958,236.0,0.0,0.0,261.61,04/04/25,2025-04-04 08:00
April,4,8:30,0.9973000000000001,367.0,1.0,0.0027,304.92,04/04/25,2025-04-04 08:30
April,4,9:00,0.9909,548.0,1.0,0.0018,301.84,04/04/25,2025-04-04 09:00
April,4,9:30,0.9852,678.0,3.0,0.0044,310.12,04/04/25,2025-04-04 09:30
April,4,10:00,0.924,834.0,5.0,0.006,305.43,04/04/25,2025-04-04 10:00
April,4,10:30,0.9567,930.0,7.0,0.0075,325.7,04/04/25,2025-04-04 10:30
April,4,11:00,0.9065000000000001,927.0,7.0,0.0076,335.21,04/04/25,2025-04-04 11:00
April,4,11:30,0.8883,990.0,5.0,0.0051,341.55,04/04/25,2025-04-04 11:30
April,4,12:00,0.9899,990.0,2.0,0.002,334.53,04/04/25,2025-04-04 12:00
April,4,12:30,0.9693999999999999,980.0,0.0,0.0,343.53,04/04/25,2025-04-04 12:30
April,4,13:00,0.9584,939.0,2.0,0.0021,338.89,04/04/25,2025-04-04 13:00
April,4,13:30,0.8706999999999999,1031.0,2.0,0.0019,354.86,04/04/25,2025-04-04 13:30
April,4,14:00,0.9333,1060.0,11.0,0.0104,340.04,04/04/25,2025-04-04 14:00
April,4,14:30,0.7186,1048.0,14.0,0.0134,352.02,04/04/25,2025-04-04 14:30
April,4,15:00,0.9246,1068.0,7.0,0.0066,349.36,04/04/25,2025-04-04 15:00
April,4,15:30,0.9911,1007.0,0.0,0.0,356.66,04/04/25,2025-04-04 15:30
April,4,16:00,0.9979,970.0,2.0,0.0021,349.67,04/04/25,2025-04-04 16:00
April,4,16:30,0.9989,898.0,2.0,0.0022,353.43,04/04/25,2025-04-04 16:30
April,4,17:00,0.9932,882.0,2.0,0.0023,350.24,04/04/25,2025-04-04 17:00
April,4,17:30,0.9861,792.0,2.0,0.0025,343.56,04/04/25,2025-04-04 17:30
April,4,18:00,0.9928,695.0,0.0,0.0,349.48,04/04/25,2025-04-04 18:00
April,4,18:30,0.9984000000000001,630.0,1.0,0.0016,341.08,04/04/25,2025-04-04 18:30
April,4,19:00,0.9822,563.0,2.0,0.0036,352.54,04/04/25,2025-04-04 19:00
April,4,19:30,0.9728,479.0,1.0,0.0021,353.83,04/04/25,2025-04-04 19:30
April,4,20:00,0.9947,379.0,1.0,0.0026,336.62,04/04/25,2025-04-04 20:00
April,4,20:30,0.9971,346.0,0.0,0.0,329.32,04/04/25,2025-04-04 20:30
April,4,21:00,1.0,248.0,0.0,0.0,371.01,04/04/25,2025-04-04 21:00
April,4,21:30,1.0,208.0,0.0,0.0,308.03,04/04/25,2025-04-04 21:30
April,4,22:00,1.0,195.0,0.0,0.0,319.23,04/04/25,2025-04-04 22:00
April,4,22:30,1.0,138.0,0.0,0.0,338.71,04/04/25,2025-04-04 22:30
April,4,23:00,1.0,107.0,0.0,0.0,344.71,04/04/25,2025-04-04 23:00
April,4,23:30,1.0,93.0,0.0,0.0,301.96,04/04/25,2025-04-04 23:30
April,5,0:00,1.0,78.0,0.0,0.0,269.54,04/05/25,2025-04-05 00:00
April,5,0:30,1.0,69.0,0.0,0.0,293.0,04/05/25,2025-04-05 00:30
April,5,1:00,1.0,38.0,0.0,0.0,385.97,04/05/25,2025-04-05 01:00
April,5,1:30,0.9706,36.0,2.0,0.0556,283.59,04/05/25,2025-04-05 01:30
April,5,2:00,0.9545,22.0,0.0,0.0,368.82,04/05/25,2025-04-05 02:00
April,5,2:30,1.0,12.0,0.0,0.0,309.67,04/05/25,2025-04-05 02:30
April,5,3:00,1.0,15.0,5.0,0.3333,517.1,04/05/25,2025-04-05 03:00
April,5,3:30,0.9167000000000001,12.0,0.0,0.0,409.42,04/05/25,2025-04-05 03:30
April,5,4:00,1.0,7.0,0.0,0.0,573.86,04/05/25,2025-04-05 04:00
April,5,4:30,0.9,10.0,0.0,0.0,364.8,04/05/25,2025-04-05 04:30
April,5,5:00,1.0,14.0,0.0,0.0,722.86,04/05/25,2025-04-05 05:00
April,5,5:30,1.0,12.0,0.0,0.0,267.08,04/05/25,2025-04-05 05:30
April,5,6:00,1.0,11.0,0.0,0.0,189.73,04/05/25,2025-04-05 06:00
April,5,6:30,1.0,46.0,0.0,0.0,365.87,04/05/25,2025-04-05 06:30
April,5,7:00,1.0,41.0,0.0,0.0,264.43,04/05/25,2025-04-05 07:00
April,5,7:30,0.9884999999999999,87.0,1.0,0.011399999999999999,266.32,04/05/25,2025-04-05 07:30
April,5,8:00,0.9795999999999999,148.0,1.0,0.0068000000000000005,256.01,04/05/25,2025-04-05 08:00
April,5,8:30,0.9956999999999999,235.0,0.0,0.0,307.25,04/05/25,2025-04-05 08:30
April,5,9:00,1.0,316.0,0.0,0.0,327.07,04/05/25,2025-04-05 09:00
April,5,9:30,1.0,357.0,0.0,0.0,332.31,04/05/25,2025-04-05 09:30
April,5,10:00,0.9959,492.0,0.0,0.0,294.87,04/05/25,2025-04-05 10:00
April,5,10:30,0.9914000000000001,582.0,3.0,0.0052,323.9,04/05/25,2025-04-05 10:30
April,5,11:00,0.9968,617.0,0.0,0.0,318.27,04/05/25,2025-04-05 11:00
April,5,11:30,1.0,640.0,0.0,0.0,313.43,04/05/25,2025-04-05 11:30
April,5,12:00,0.9941,682.0,0.0,0.0,337.86,04/05/25,2025-04-05 12:00
April,5,12:30,0.9911,677.0,1.0,0.0015,337.78,04/05/25,2025-04-05 12:30
April,5,13:00,0.9798,645.0,0.0,0.0,346.52,04/05/25,2025-04-05 13:00
April,5,13:30,0.9791,671.0,2.0,0.003,322.61,04/05/25,2025-04-05 13:30
April,5,14:00,0.8534999999999999,672.0,10.0,0.0149,336.54,04/05/25,2025-04-05 14:00
April,5,14:30,0.9223,671.0,2.0,0.003,337.32,04/05/25,2025-04-05 14:30
April,5,15:00,0.9439,681.0,4.0,0.0059,368.15,04/05/25,2025-04-05 15:00
April,5,15:30,0.9839,622.0,0.0,0.0,358.34,04/05/25,2025-04-05 15:30
April,5,16:00,1.0,559.0,1.0,0.0018,355.25,04/05/25,2025-04-05 16:00
April,5,16:30,0.9928,558.0,0.0,0.0,330.36,04/05/25,2025-04-05 16:30
April,5,17:00,0.9982,546.0,1.0,0.0018,336.69,04/05/25,2025-04-05 17:00
April,5,17:30,0.9922,511.0,1.0,0.002,351.98,04/05/25,2025-04-05 17:30
April,5,18:00,0.978,500.0,1.0,0.002,337.03,04/05/25,2025-04-05 18:00
April,5,18:30,0.9951000000000001,409.0,0.0,0.0,325.19,04/05/25,2025-04-05 18:30
April,5,19:00,0.9534999999999999,410.0,1.0,0.0024,357.52,04/05/25,2025-04-05 19:00
April,5,19:30,0.9937,318.0,0.0,0.0,338.04,04/05/25,2025-04-05 19:30
April,5,20:00,1.0,301.0,0.0,0.0,332.35,04/05/25,2025-04-05 20:00
April,5,20:30,0.9956999999999999,233.0,1.0,0.0043,314.65,04/05/25,2025-04-05 20:30
April,5,21:00,1.0,197.0,1.0,0.0051,319.89,04/05/25,2025-04-05 21:00
April,5,21:30,0.9879000000000001,165.0,0.0,0.0,345.07,04/05/25,2025-04-05 21:30
April,5,22:00,0.9940000000000001,167.0,0.0,0.0,341.35,04/05/25,2025-04-05 22:00
April,5,22:30,1.0,117.0,0.0,0.0,362.03,04/05/25,2025-04-05 22:30
April,5,23:00,1.0,101.0,0.0,0.0,299.09,04/05/25,2025-04-05 23:00
April,5,23:30,1.0,91.0,0.0,0.0,300.89,04/05/25,2025-04-05 23:30
April,6,0:00,1.0,75.0,0.0,0.0,300.03,04/06/25,2025-04-06 00:00
April,6,0:30,1.0,47.0,0.0,0.0,336.11,04/06/25,2025-04-06 00:30
April,6,1:00,1.0,35.0,0.0,0.0,290.4,04/06/25,2025-04-06 01:00
April,6,1:30,1.0,21.0,0.0,0.0,233.57,04/06/25,2025-04-06 01:30
April,6,2:00,0.7917000000000001,25.0,1.0,0.04,284.75,04/06/25,2025-04-06 02:00
April,6,2:30,1.0,12.0,0.0,0.0,374.92,04/06/25,2025-04-06 02:30
April,6,3:00,1.0,14.0,0.0,0.0,333.5,04/06/25,2025-04-06 03:00
April,6,3:30,1.0,9.0,0.0,0.0,406.22,04/06/25,2025-04-06 03:30
April,6,4:00,1.0,12.0,0.0,0.0,564.75,04/06/25,2025-04-06 04:00
April,6,4:30,1.0,5.0,0.0,0.0,312.8,04/06/25,2025-04-06 04:30
April,6,5:00,1.0,8.0,0.0,0.0,798.0,04/06/25,2025-04-06 05:00
April,6,5:30,1.0,8.0,0.0,0.0,321.5,04/06/25,2025-04-06 05:30
April,6,6:00,1.0,13.0,1.0,0.07690000000000001,192.58,04/06/25,2025-04-06 06:00
April,6,6:30,0.9582999999999999,24.0,0.0,0.0,337.13,04/06/25,2025-04-06 06:30
April,6,7:00,1.0,32.0,0.0,0.0,235.38,04/06/25,2025-04-06 07:00
April,6,7:30,1.0,52.0,0.0,0.0,266.75,04/06/25,2025-04-06 07:30
April,6,8:00,1.0,85.0,0.0,0.0,242.13,04/06/25,2025-04-06 08:00
April,6,8:30,1.0,121.0,0.0,0.0,283.39,04/06/25,2025-04-06 08:30
April,6,9:00,1.0,171.0,0.0,0.0,272.75,04/06/25,2025-04-06 09:00
April,6,9:30,1.0,238.0,0.0,0.0,294.74,04/06/25,2025-04-06 09:30
April,6,10:00,1.0,274.0,1.0,0.0036,273.23,04/06/25,2025-04-06 10:00
April,6,10:30,1.0,339.0,1.0,0.0029,294.3,04/06/25,2025-04-06 10:30
April,6,11:00,0.9890000000000001,363.0,0.0,0.0,330.07,04/06/25,2025-04-06 11:00
April,6,11:30,1.0,398.0,0.0,0.0,319.79,04/06/25,2025-04-06 11:30
April,6,12:00,0.9953,428.0,1.0,0.0023,323.78,04/06/25,2025-04-06 12:00
April,6,12:30,1.0,441.0,1.0,0.0023,314.45,04/06/25,2025-04-06 12:30
April,6,13:00,1.0,444.0,2.0,0.0045000000000000005,331.83,04/06/25,2025-04-06 13:00
April,6,13:30,1.0,418.0,0.0,0.0,338.08,04/06/25,2025-04-06 13:30
April,6,14:00,0.9956,460.0,1.0,0.0022,297.71,04/06/25,2025-04-06 14:00
April,6,14:30,1.0,473.0,0.0,0.0,323.47,04/06/25,2025-04-06 14:30
April,6,15:00,1.0,471.0,0.0,0.0,328.21,04/06/25,2025-04-06 15:00
April,6,15:30,1.0,423.0,0.0,0.0,338.21,04/06/25,2025-04-06 15:30
April,6,16:00,1.0,462.0,0.0,0.0,303.84,04/06/25,2025-04-06 16:00
April,6,16:30,1.0,407.0,0.0,0.0,322.67,04/06/25,2025-04-06 16:30
April,6,17:00,0.9973000000000001,377.0,2.0,0.0053,305.75,04/06/25,2025-04-06 17:00
April,6,17:30,1.0,378.0,0.0,0.0,316.59,04/06/25,2025-04-06 17:30
April,6,18:00,0.9891,366.0,0.0,0.0,337.44,04/06/25,2025-04-06 18:00
April,6,18:30,0.9440999999999999,327.0,5.0,0.015300000000000001,324.93,04/06/25,2025-04-06 18:30
April,6,19:00,0.9965,288.0,0.0,0.0,306.96,04/06/25,2025-04-06 19:00
April,6,19:30,1.0,244.0,0.0,0.0,319.88,04/06/25,2025-04-06 19:30
April,6,20:00,0.9958,242.0,2.0,0.0083,322.16,04/06/25,2025-04-06 20:00
April,6,20:30,1.0,193.0,0.0,0.0,285.89,04/06/25,2025-04-06 20:30
April,6,21:00,0.988,167.0,0.0,0.0,317.74,04/06/25,2025-04-06 21:00
April,6,21:30,1.0,147.0,0.0,0.0,287.99,04/06/25,2025-04-06 21:30
April,6,22:00,0.9933,149.0,0.0,0.0,286.95,04/06/25,2025-04-06 22:00
April,6,22:30,0.9895,95.0,0.0,0.0,330.27,04/06/25,2025-04-06 22:30
April,6,23:00,1.0,86.0,0.0,0.0,365.01,04/06/25,2025-04-06 23:00
April,6,23:30,1.0,74.0,1.0,0.013500000000000002,301.44,04/06/25,2025-04-06 23:30
April,7,0:00,1.0,52.0,2.0,0.0385,335.06,04/07/25,2025-04-07 00:00
April,7,0:30,1.0,37.0,0.0,0.0,327.16,04/07/25,2025-04-07 00:30
April,7,1:00,1.0,25.0,0.0,0.0,267.44,04/07/25,2025-04-07 01:00
April,7,1:30,1.0,24.0,0.0,0.0,423.79,04/07/25,2025-04-07 01:30
April,7,2:00,0.8667,15.0,0.0,0.0,272.33,04/07/25,2025-04-07 02:00
April,7,2:30,0.7143,16.0,2.0,0.125,235.21,04/07/25,2025-04-07 02:30
April,7,3:00,1.0,11.0,0.0,0.0,273.64,04/07/25,2025-04-07 03:00
