Month,Day,Interval,Service Level,Call Volume,Abandoned Calls,Abandoned Rate,CCT,Date,DateTime
April,1,18:30,0.7893000000000001,339.0,2.0,0.0059,353.46,04/01/25,2025-04-01 18:30
April,1,19:00,0.8469,298.0,4.0,0.0134,365.92,04/01/25,2025-04-01 19:00
April,1,19:30,0.9579000000000001,287.0,2.0,0.006999999999999999,361.16,04/01/25,2025-04-01 19:30
April,1,20:00,0.9276000000000001,224.0,3.0,0.0134,310.38,04/01/25,2025-04-01 20:00
April,1,20:30,0.7406999999999999,218.0,2.0,0.0092,347.15,04/01/25,2025-04-01 20:30
April,1,21:00,0.9697,166.0,1.0,0.006,335.01,04/01/25,2025-04-01 21:00
April,1,21:30,0.9618000000000001,157.0,0.0,0.0,373.85,04/01/25,2025-04-01 21:30
April,1,22:00,0.8879,118.0,2.0,0.0169,373.86,04/01/25,2025-04-01 22:00
April,1,22:30,0.8626999999999999,104.0,2.0,0.0192,359.6,04/01/25,2025-04-01 22:30
April,1,23:00,1.0,63.0,0.0,0.0,355.63,04/01/25,2025-04-01 23:00
April,1,23:30,0.9756,41.0,0.0,0.0,253.9,04/01/25,2025-04-01 23:30
April,2,0:00,1.0,33.0,0.0,0.0,386.03,04/02/25,2025-04-02 00:00
April,2,0:30,1.0,17.0,0.0,0.0,384.47,04/02/25,2025-04-02 00:30
April,2,1:00,1.0,10.0,0.0,0.0,281.4,04/02/25,2025-04-02 01:00
April,2,1:30,1.0,6.0,0.0,0.0,362.67,04/02/25,2025-04-02 01:30
April,2,2:00,1.0,4.0,0.0,0.0,556.75,04/02/25,2025-04-02 02:00
April,2,2:30,1.0,1.0,0.0,0.0,168.0,04/02/25,2025-04-02 02:30
April,2,3:00,1.0,2.0,0.0,0.0,906.5,04/02/25,2025-04-02 03:00
April,2,3:30,1.0,3.0,0.0,0.0,216.67,04/02/25,2025-04-02 03:30
April,2,4:00,1.0,2.0,0.0,0.0,256.0,04/02/25,2025-04-02 04:00
April,2,4:30,1.0,3.0,0.0,0.0,256.0,04/02/25,2025-04-02 04:30
April,2,5:00,1.0,3.0,0.0,0.0,505.33,04/02/25,2025-04-02 05:00
April,2,5:30,1.0,0.0,0.0,0.0,0.0,04/02/25,2025-04-02 05:30
April,2,6:00,1.0,2.0,0.0,0.0,429.0,04/02/25,2025-04-02 06:00
April,2,6:30,1.0,6.0,0.0,0.0,371.17,04/02/25,2025-04-02 06:30
April,2,7:00,1.0,22.0,0.0,0.0,202.91,04/02/25,2025-04-02 07:00
April,2,7:30,1.0,39.0,0.0,0.0,303.56,04/02/25,2025-04-02 07:30
April,2,8:00,1.0,48.0,0.0,0.0,313.71,04/02/25,2025-04-02 08:00
April,2,8:30,0.9806,104.0,1.0,0.0096,328.18,04/02/25,2025-04-02 08:30
April,2,9:00,1.0,166.0,0.0,0.0,294.45,04/02/25,2025-04-02 09:00
April,2,9:30,0.9665,214.0,5.0,0.023399999999999997,315.36,04/02/25,2025-04-02 09:30
April,2,10:00,0.9518000000000001,250.0,1.0,0.004,298.37,04/02/25,2025-04-02 10:00
April,2,10:30,0.8881,300.0,5.0,0.0167,336.33,04/02/25,2025-04-02 10:30
April,2,11:00,0.7866,321.0,7.0,0.0218,335.41,04/02/25,2025-04-02 11:00
April,2,11:30,0.8309000000000001,346.0,3.0,0.0087,339.16,04/02/25,2025-04-02 11:30
April,2,12:00,0.9499,379.0,0.0,0.0,327.83,04/02/25,2025-04-02 12:00
April,2,12:30,0.7108,417.0,9.0,0.0216,328.86,04/02/25,2025-04-02 12:30
April,2,13:00,0.9726,440.0,2.0,0.0045000000000000005,331.89,04/02/25,2025-04-02 13:00
April,2,13:30,0.7587999999999999,409.0,11.0,0.0269,337.02,04/02/25,2025-04-02 13:30
April,2,14:00,0.9704999999999999,408.0,1.0,0.0025,317.75,04/02/25,2025-04-02 14:00
April,2,14:30,0.991,448.0,2.0,0.0045000000000000005,364.02,04/02/25,2025-04-02 14:30
April,2,15:00,1.0,411.0,1.0,0.0024,349.22,04/02/25,2025-04-02 15:00
April,2,15:30,0.9953,430.0,2.0,0.004699999999999999,333.94,04/02/25,2025-04-02 15:30
April,2,16:00,1.0,436.0,0.0,0.0,341.39,04/02/25,2025-04-02 16:00
April,2,16:30,0.995,403.0,0.0,0.0,335.56,04/02/25,2025-04-02 16:30
April,2,17:00,0.971,385.0,6.0,0.015600000000000001,336.47,04/02/25,2025-04-02 17:00
April,2,17:30,0.9922,389.0,3.0,0.0077,334.3,04/02/25,2025-04-02 17:30
April,2,18:00,0.9861,361.0,0.0,0.0,330.58,04/02/25,2025-04-02 18:00
April,2,18:30,0.9909,329.0,0.0,0.0,361.68,04/02/25,2025-04-02 18:30
April,2,19:00,0.9965,285.0,3.0,0.0105,351.6,04/02/25,2025-04-02 19:00
April,2,19:30,0.9917,244.0,2.0,0.008199999999999999,293.23,04/02/25,2025-04-02 19:30
April,2,20:00,0.9076000000000001,240.0,2.0,0.0083,331.68,04/02/25,2025-04-02 20:00
April,2,20:30,0.9894,190.0,2.0,0.0105,344.44,04/02/25,2025-04-02 20:30
April,2,21:00,0.9728,148.0,1.0,0.0068000000000000005,305.09,04/02/25,2025-04-02 21:00
April,2,21:30,0.9865,148.0,0.0,0.0,353.77,04/02/25,2025-04-02 21:30
April,2,22:00,1.0,99.0,0.0,0.0,321.82,04/02/25,2025-04-02 22:00
April,2,22:30,1.0,82.0,0.0,0.0,287.34,04/02/25,2025-04-02 22:30
April,2,23:00,1.0,72.0,0.0,0.0,272.75,04/02/25,2025-04-02 23:00
April,2,23:30,1.0,65.0,1.0,0.0154,287.25,04/02/25,2025-04-02 23:30
April,3,0:00,1.0,34.0,0.0,0.0,287.62,04/03/25,2025-04-03 00:00
April,3,0:30,1.0,22.0,0.0,0.0,278.82,04/03/25,2025-04-03 00:30
April,3,1:00,1.0,6.0,0.0,0.0,312.67,04/03/25,2025-04-03 01:00
April,3,1:30,1.0,9.0,0.0,0.0,518.11,04/03/25,2025-04-03 01:30
April,3,2:00,1.0,5.0,0.0,0.0,365.6,04/03/25,2025-04-03 02:00
April,3,2:30,1.0,2.0,0.0,0.0,388.5,04/03/25,2025-04-03 02:30
April,3,3:30,1.0,4.0,0.0,0.0,775.855,04/03/25,2025-04-03 03:30
April,3,4:00,1.0,1.0,0.0,0.0,656.0,04/03/25,2025-04-03 04:00
April,3,4:30,1.0,1.0,0.0,0.0,84.75,04/03/25,2025-04-03 04:30
April,3,5:30,1.0,3.0,0.0,0.0,282.0,04/03/25,2025-04-03 05:30
April,3,6:00,1.0,5.0,0.0,0.0,237.2,04/03/25,2025-04-03 06:00
April,3,6:30,0.75,11.0,1.0,0.1818,185.0,04/03/25,2025-04-03 06:30
April,3,7:00,0.9355,32.0,1.0,0.0313,243.68,04/03/25,2025-04-03 07:00
April,3,7:30,1.0,34.0,1.0,0.0294,240.03,04/03/25,2025-04-03 07:30
April,3,8:00,0.8856999999999999,71.0,1.0,0.0141,288.9,04/03/25,2025-04-03 08:00
April,3,8:30,0.807,116.0,2.0,0.0172,322.09,04/03/25,2025-04-03 08:30
April,3,9:00,0.8984000000000001,187.0,0.0,0.0,324.53,04/03/25,2025-04-03 09:00
April,3,9:30,0.9802,255.0,2.0,0.0078000000000000005,313.39,04/03/25,2025-04-03 09:30
April,3,10:00,0.9739,268.0,0.0,0.0,337.18,04/03/25,2025-04-03 10:00
April,3,10:30,0.8159000000000001,327.0,12.0,0.036699999999999997,322.01,04/03/25,2025-04-03 10:30
April,3,11:00,0.8645999999999999,352.0,5.0,0.014199999999999999,345.67,04/03/25,2025-04-03 11:00
April,3,11:30,0.6236999999999999,395.0,15.0,0.038,338.28,04/03/25,2025-04-03 11:30
April,3,12:00,0.9404,369.0,0.0,0.0,326.98,04/03/25,2025-04-03 12:00
April,3,12:30,0.9068,446.0,6.0,0.013500000000000002,314.21,04/03/25,2025-04-03 12:30
April,3,13:00,0.9884999999999999,438.0,2.0,0.0046,349.77,04/03/25,2025-04-03 13:00
April,3,13:30,0.8311,447.0,9.0,0.020099999999999996,335.29,04/03/25,2025-04-03 13:30
April,3,14:00,0.8194,470.0,5.0,0.0106,328.75,04/03/25,2025-04-03 14:00
April,3,14:30,0.7903,475.0,3.0,0.0063,351.92,04/03/25,2025-04-03 14:30
April,3,15:00,0.8864,487.0,3.0,0.0062,342.49,04/03/25,2025-04-03 15:00
April,3,15:30,0.9956,453.0,2.0,0.0044,308.77,04/03/25,2025-04-03 15:30
April,3,16:00,0.977,436.0,2.0,0.0046,346.77,04/03/25,2025-04-03 16:00
April,3,16:30,0.94,419.0,2.0,0.0048,348.12,04/03/25,2025-04-03 16:30
April,3,17:00,0.99,401.0,0.0,0.0,339.29,04/03/25,2025-04-03 17:00
April,3,17:30,0.9768000000000001,388.0,0.0,0.0,338.97,04/03/25,2025-04-03 17:30
April,3,18:00,0.893,388.0,5.0,0.0129,346.14,04/03/25,2025-04-03 18:00
April,3,18:30,0.905,337.0,0.0,0.0,351.97,04/03/25,2025-04-03 18:30
April,3,19:00,0.9772,308.0,1.0,0.0032,317.28,04/03/25,2025-04-03 19:00
April,3,19:30,0.978,274.0,1.0,0.0036,339.41,04/03/25,2025-04-03 19:30
April,3,20:00,0.9478,230.0,0.0,0.0,358.12,04/03/25,2025-04-03 20:00
April,3,20:30,1.0,187.0,0.0,0.0,315.01,04/03/25,2025-04-03 20:30
April,3,21:00,0.9937999999999999,160.0,0.0,0.0,331.81,04/03/25,2025-04-03 21:00
April,3,21:30,1.0,134.0,1.0,0.0075,302.61,04/03/25,2025-04-03 21:30
April,3,22:00,0.9384999999999999,132.0,2.0,0.0152,306.12,04/03/25,2025-04-03 22:00
April,3,22:30,1.0,102.0,4.0,0.0392,320.88,04/03/25,2025-04-03 22:30
April,3,23:00,1.0,61.0,0.0,0.0,253.0,04/03/25,2025-04-03 23:00
April,3,23:30,1.0,37.0,0.0,0.0,342.49,04/03/25,2025-04-03 23:30
April,4,0:00,1.0,26.0,0.0,0.0,284.62,04/04/25,2025-04-04 00:00
April,4,0:30,1.0,17.0,0.0,0.0,344.0,04/04/25,2025-04-04 00:30
April,4,1:00,1.0,18.0,2.0,0.11109999999999999,273.25,04/04/25,2025-04-04 01:00
April,4,1:30,1.0,5.0,0.0,0.0,244.6,04/04/25,2025-04-04 01:30
April,4,2:00,1.0,7.0,0.0,0.0,316.57,04/04/25,2025-04-04 02:00
April,4,2:30,1.0,10.0,0.0,0.0,314.8,04/04/25,2025-04-04 02:30
April,4,3:00,1.0,5.0,0.0,0.0,164.8,04/04/25,2025-04-04 03:00
April,4,3:30,1.0,4.0,0.0,0.0,320.5,04/04/25,2025-04-04 03:30
April,4,4:00,0.5,4.0,0.0,0.0,264.75,04/04/25,2025-04-04 04:00
April,4,4:30,1.0,3.0,1.0,0.3333,129.5,04/04/25,2025-04-04 04:30
April,4,5:00,1.0,2.0,0.0,0.0,299.0,04/04/25,2025-04-04 05:00
April,4,5:30,1.0,2.0,0.0,0.0,518.5,04/04/25,2025-04-04 05:30
April,4,6:00,0.6667000000000001,3.0,0.0,0.0,131.0,04/04/25,2025-04-04 06:00
April,4,6:30,1.0,4.0,3.0,0.75,333.0,04/04/25,2025-04-04 06:30
April,4,7:00,0.9048,21.0,0.0,0.0,294.52,04/04/25,2025-04-04 07:00
April,4,7:30,0.9189,37.0,0.0,0.0,272.84,04/04/25,2025-04-04 07:30
April,4,8:00,0.9845999999999999,65.0,0.0,0.0,277.28,04/04/25,2025-04-04 08:00
April,4,8:30,1.0,97.0,0.0,0.0,267.99,04/04/25,2025-04-04 08:30
April,4,9:00,0.9876999999999999,162.0,0.0,0.0,319.4,04/04/25,2025-04-04 09:00
April,4,9:30,0.9604,202.0,0.0,0.0,311.66,04/04/25,2025-04-04 09:30
April,4,10:00,0.9698,233.0,1.0,0.0043,336.14,04/04/25,2025-04-04 10:00
April,4,10:30,0.7158,288.0,10.0,0.0347,329.31,04/04/25,2025-04-04 10:30
April,4,11:00,0.4771,317.0,11.0,0.0347,331.05,04/04/25,2025-04-04 11:00
April,4,11:30,0.8761,349.0,2.0,0.005699999999999999,336.49,04/04/25,2025-04-04 11:30
April,4,12:00,0.9484999999999999,410.0,2.0,0.0049,355.44,04/04/25,2025-04-04 12:00
April,4,12:30,0.9129999999999999,419.0,5.0,0.011899999999999999,349.94,04/04/25,2025-04-04 12:30
April,4,13:00,0.9412,427.0,2.0,0.004699999999999999,362.73,04/04/25,2025-04-04 13:00
April,4,13:30,0.8663,396.0,7.0,0.0177,352.15,04/04/25,2025-04-04 13:30
April,4,14:00,0.7225,432.0,14.0,0.032400000000000005,348.68,04/04/25,2025-04-04 14:00
April,4,14:30,0.9017000000000001,412.0,5.0,0.0121,355.39,04/04/25,2025-04-04 14:30
April,4,15:00,0.9242,426.0,4.0,0.009399999999999999,351.41,04/04/25,2025-04-04 15:00
April,4,15:30,0.9575,449.0,2.0,0.0045000000000000005,361.81,04/04/25,2025-04-04 15:30
April,4,16:00,0.9612999999999999,414.0,1.0,0.0024,369.92,04/04/25,2025-04-04 16:00
April,4,16:30,0.9591,416.0,0.0,0.0,364.97,04/04/25,2025-04-04 16:30
April,4,17:00,0.9592,392.0,0.0,0.0,363.48,04/04/25,2025-04-04 17:00
April,4,17:30,0.9564,370.0,3.0,0.008100000000000001,374.29,04/04/25,2025-04-04 17:30
April,4,18:00,0.9652,348.0,3.0,0.0086,356.86,04/04/25,2025-04-04 18:00
April,4,18:30,0.9614,286.0,1.0,0.0034999999999999996,343.35,04/04/25,2025-04-04 18:30
April,4,19:00,0.971,242.0,1.0,0.0040999999999999995,375.85,04/04/25,2025-04-04 19:00
April,4,19:30,0.9342,245.0,2.0,0.008199999999999999,333.91,04/04/25,2025-04-04 19:30
April,4,20:00,0.9831,180.0,2.0,0.0111,328.9,04/04/25,2025-04-04 20:00
April,4,20:30,0.9448000000000001,183.0,2.0,0.0109,320.86,04/04/25,2025-04-04 20:30
April,4,21:00,0.9281,153.0,0.0,0.0,312.73,04/04/25,2025-04-04 21:00
April,4,21:30,0.975,120.0,0.0,0.0,312.76,04/04/25,2025-04-04 21:30
April,4,22:00,1.0,96.0,0.0,0.0,352.53,04/04/25,2025-04-04 22:00
April,4,22:30,1.0,49.0,0.0,0.0,305.49,04/04/25,2025-04-04 22:30
April,4,23:00,0.9636,56.0,1.0,0.0179,338.67,04/04/25,2025-04-04 23:00
April,4,23:30,0.9783,48.0,2.0,0.0417,268.48,04/04/25,2025-04-04 23:30
April,5,0:00,0.9259000000000001,29.0,2.0,0.069,285.07,04/05/25,2025-04-05 00:00
April,5,0:30,1.0,17.0,0.0,0.0,266.35,04/05/25,2025-04-05 00:30
April,5,1:00,1.0,4.0,0.0,0.0,988.5,04/05/25,2025-04-05 01:00
April,5,1:30,0.0,6.0,2.0,0.3333,359.0,04/05/25,2025-04-05 01:30
April,5,2:00,0.5,4.0,2.0,0.5,345.0,04/05/25,2025-04-05 02:00
April,5,2:30,1.0,6.0,0.0,0.0,234.83,04/05/25,2025-04-05 02:30
April,5,3:00,1.0,2.0,0.0,0.0,409.0,04/05/25,2025-04-05 03:00
April,5,3:30,1.0,4.0,0.0,0.0,202.75,04/05/25,2025-04-05 03:30
April,5,4:00,1.0,4.0,0.0,0.0,83.0,04/05/25,2025-04-05 04:00
April,5,4:30,1.0,2.0,0.0,0.0,150.5,04/05/25,2025-04-05 04:30
April,5,5:00,1.0,2.0,0.0,0.0,245.0,04/05/25,2025-04-05 05:00
April,5,5:30,1.0,6.0,0.0,0.0,170.67,04/05/25,2025-04-05 05:30
April,5,6:00,1.0,3.0,0.0,0.0,375.67,04/05/25,2025-04-05 06:00
April,5,6:30,1.0,4.0,0.0,0.0,115.0,04/05/25,2025-04-05 06:30
April,5,7:00,0.8571,7.0,0.0,0.0,225.86,04/05/25,2025-04-05 07:00
April,5,7:30,0.9565,23.0,0.0,0.0,364.78,04/05/25,2025-04-05 07:30
April,5,8:00,1.0,22.0,0.0,0.0,341.41,04/05/25,2025-04-05 08:00
April,5,8:30,1.0,38.0,0.0,0.0,317.89,04/05/25,2025-04-05 08:30
April,5,9:00,1.0,78.0,0.0,0.0,299.62,04/05/25,2025-04-05 09:00
April,5,9:30,0.9701000000000001,137.0,3.0,0.0219,340.41,04/05/25,2025-04-05 09:30
April,5,10:00,0.929,183.0,0.0,0.0,309.74,04/05/25,2025-04-05 10:00
April,5,10:30,0.8906999999999999,184.0,1.0,0.0054,336.66,04/05/25,2025-04-05 10:30
April,5,11:00,0.8364,222.0,2.0,0.009000000000000001,318.42,04/05/25,2025-04-05 11:00
April,5,11:30,0.8538,265.0,5.0,0.0189,311.8,04/05/25,2025-04-05 11:30
April,5,12:00,0.9681000000000001,284.0,2.0,0.006999999999999999,325.92,04/05/25,2025-04-05 12:00
April,5,12:30,0.6536,313.0,7.0,0.022400000000000003,316.17,04/05/25,2025-04-05 12:30
April,5,13:00,0.6735,358.0,18.0,0.050300000000000004,317.96,04/05/25,2025-04-05 13:00
April,5,13:30,0.7867000000000001,313.0,13.0,0.0415,314.83,04/05/25,2025-04-05 13:30
April,5,14:00,0.4543,339.0,22.0,0.0649,340.85,04/05/25,2025-04-05 14:00
April,5,14:30,0.5952000000000001,347.0,11.0,0.0317,339.52,04/05/25,2025-04-05 14:30
April,5,15:00,0.9734,301.0,0.0,0.0,322.8,04/05/25,2025-04-05 15:00
April,5,15:30,0.9664,300.0,2.0,0.0067,333.68,04/05/25,2025-04-05 15:30
April,5,16:00,0.9184,332.0,1.0,0.003,324.8,04/05/25,2025-04-05 16:00
April,5,16:30,0.9679000000000001,312.0,0.0,0.0,339.91,04/05/25,2025-04-05 16:30
April,5,17:00,0.9544,311.0,4.0,0.0129,346.82,04/05/25,2025-04-05 17:00
April,5,17:30,0.9011,291.0,8.0,0.0275,368.11,04/05/25,2025-04-05 17:30
April,5,18:00,0.7395,266.0,5.0,0.018799999999999997,352.64,04/05/25,2025-04-05 18:00
April,5,18:30,0.986,220.0,5.0,0.0227,347.93,04/05/25,2025-04-05 18:30
April,5,19:00,0.5122,216.0,11.0,0.0509,344.68,04/05/25,2025-04-05 19:00
April,5,19:30,0.9158,191.0,1.0,0.0052,316.71,04/05/25,2025-04-05 19:30
April,5,20:00,0.9797,149.0,1.0,0.0067,339.1,04/05/25,2025-04-05 20:00
April,5,20:30,0.9057999999999999,140.0,2.0,0.0143,324.54,04/05/25,2025-04-05 20:30
April,5,21:00,0.4715,131.0,8.0,0.0611,340.3,04/05/25,2025-04-05 21:00
April,5,21:30,0.77,102.0,2.0,0.0196,332.76,04/05/25,2025-04-05 21:30
April,5,22:00,0.8933,76.0,1.0,0.0132,309.15,04/05/25,2025-04-05 22:00
April,5,22:30,0.9322,59.0,0.0,0.0,348.61,04/05/25,2025-04-05 22:30
April,5,23:00,0.92,51.0,1.0,0.0196,249.86,04/05/25,2025-04-05 23:00
April,5,23:30,0.9573999999999999,47.0,0.0,0.0,325.11,04/05/25,2025-04-05 23:30
April,6,0:00,0.9667,33.0,3.0,0.0909,308.37,04/06/25,2025-04-06 00:00
April,6,0:30,0.8234999999999999,17.0,0.0,0.0,201.12,04/06/25,2025-04-06 00:30
April,6,1:00,1.0,8.0,0.0,0.0,378.38,04/06/25,2025-04-06 01:00
April,6,1:30,1.0,2.0,0.0,0.0,131.5,04/06/25,2025-04-06 01:30
April,6,2:00,1.0,3.0,0.0,0.0,601.0,04/06/25,2025-04-06 02:00
April,6,2:30,1.0,1.0,0.0,0.0,211.0,04/06/25,2025-04-06 02:30
April,6,3:00,1.0,1.0,0.0,0.0,178.415,04/06/25,2025-04-06 03:00
April,6,3:30,1.0,2.0,0.0,0.0,265.25,04/06/25,2025-04-06 03:30
April,6,4:00,1.0,2.0,0.0,0.0,88.0,04/06/25,2025-04-06 04:00
April,6,4:30,1.0,4.0,0.0,0.0,419.5,04/06/25,2025-04-06 04:30
April,6,5:00,1.0,1.0,0.0,0.0,702.5,04/06/25,2025-04-06 05:00
April,6,5:30,1.0,2.0,0.5,0.16665,389.75,04/06/25,2025-04-06 05:30
April,6,6:00,1.0,2.0,0.0,0.0,291.66499999999996,04/06/25,2025-04-06 06:00
April,6,6:30,1.0,1.0,0.0,0.0,316.0,04/06/25,2025-04-06 06:30
April,6,7:00,1.0,4.0,0.0,0.0,207.89,04/06/25,2025-04-06 07:00
April,6,7:30,1.0,3.0,0.0,0.0,352.25,04/06/25,2025-04-06 07:30
April,6,8:00,1.0,6.0,0.0,0.0,301.67,04/06/25,2025-04-06 08:00
April,6,8:30,1.0,19.0,0.0,0.0,286.95,04/06/25,2025-04-06 08:30
April,6,9:00,1.0,43.0,0.0,0.0,300.02,04/06/25,2025-04-06 09:00
April,6,9:30,1.0,61.0,0.0,0.0,280.39,04/06/25,2025-04-06 09:30
April,6,10:00,0.9756,82.0,0.0,0.0,275.74,04/06/25,2025-04-06 10:00
April,6,10:30,0.9362,94.0,0.0,0.0,340.06,04/06/25,2025-04-06 10:30
April,6,11:00,0.9895999999999999,96.0,0.0,0.0,294.51,04/06/25,2025-04-06 11:00
April,6,11:30,0.9506999999999999,144.0,2.0,0.0139,305.26,04/06/25,2025-04-06 11:30
April,6,12:00,1.0,134.0,1.0,0.0075,303.31,04/06/25,2025-04-06 12:00
April,6,12:30,0.975,161.0,1.0,0.0062,323.98,04/06/25,2025-04-06 12:30
April,6,13:00,0.9771,176.0,1.0,0.005699999999999999,307.64,04/06/25,2025-04-06 13:00
April,6,13:30,0.9167000000000001,193.0,1.0,0.0052,319.69,04/06/25,2025-04-06 13:30
April,6,14:00,0.9174,230.0,0.0,0.0,292.89,04/06/25,2025-04-06 14:00
April,6,14:30,0.986,215.0,0.0,0.0,321.55,04/06/25,2025-04-06 14:30
April,6,15:00,1.0,194.0,0.0,0.0,328.1,04/06/25,2025-04-06 15:00
April,6,15:30,0.9909,220.0,0.0,0.0,296.2,04/06/25,2025-04-06 15:30
April,6,16:00,0.7879999999999999,252.0,2.0,0.0079,334.79,04/06/25,2025-04-06 16:00
April,6,16:30,0.9948,191.0,0.0,0.0,304.36,04/06/25,2025-04-06 16:30
April,6,17:00,0.9948,194.0,1.0,0.0052,309.56,04/06/25,2025-04-06 17:00
April,6,17:30,0.9553,179.0,0.0,0.0,282.35,04/06/25,2025-04-06 17:30
April,6,18:00,0.9181999999999999,159.0,0.0,0.0,312.7,04/06/25,2025-04-06 18:00
April,6,18:30,0.9456,151.0,4.0,0.0265,311.49,04/06/25,2025-04-06 18:30
April,6,19:00,0.9408,153.0,1.0,0.006500000000000001,286.86,04/06/25,2025-04-06 19:00
April,6,19:30,1.0,125.0,0.0,0.0,321.93,04/06/25,2025-04-06 19:30
April,6,20:00,1.0,94.0,1.0,0.0106,267.34,04/06/25,2025-04-06 20:00
April,6,20:30,1.0,95.0,0.0,0.0,322.74,04/06/25,2025-04-06 20:30
April,6,21:00,0.971,69.0,0.0,0.0,275.7,04/06/25,2025-04-06 21:00
April,6,21:30,0.9861,75.0,3.0,0.04,350.5,04/06/25,2025-04-06 21:30
April,6,22:00,1.0,62.0,0.0,0.0,354.11,04/06/25,2025-04-06 22:00
April,6,22:30,1.0,36.0,0.0,0.0,359.06,04/06/25,2025-04-06 22:30
April,6,23:00,1.0,35.0,0.0,0.0,257.97,04/06/25,2025-04-06 23:00
April,6,23:30,1.0,30.0,0.0,0.0,255.2,04/06/25,2025-04-06 23:30
April,7,0:00,1.0,22.0,1.0,0.0455,254.67,04/07/25,2025-04-07 00:00
April,7,0:30,1.0,18.0,0.0,0.0,399.0,04/07/25,2025-04-07 00:30
April,7,1:00,1.0,9.0,0.0,0.0,318.11,04/07/25,2025-04-07 01:00
April,7,1:30,1.0,1.0,0.0,0.0,322.0,04/07/25,2025-04-07 01:30
April,7,2:00,1.0,3.0,0.0,0.0,196.67,04/07/25,2025-04-07 02:00
April,7,2:30,1.0,3.0,0.0,0.0,289.67,04/07/25,2025-04-07 02:30
April,7,3:00,1.0,2.0,1.0,0.5,291.0,04/07/25,2025-04-07 03:00
April,7,3:30,1.0,4.0,0.0,0.0,496.0,04/07/25,2025-04-07 03:30
April,7,4:00,1.0,3.0,0.0,0.0,170.67,04/07/25,2025-04-07 04:00
