group,day_of_month,interval,mean_call_volume,std_call_volume,mean_abandoned_calls,std_abandoned_calls,mean_abandoned_rate,std_abandoned_rate,mean_service_level,std_service_level,mean_cct,std_cct,n_observations
A,2,14:00,270.0,10.5119,0.0,4.9497,0.0,0.0183,0.9939,0.1463,336.005,30.7521,3
A,2,14:30,261.5,8.5,1.0,0.7071,0.0037,0.0026,0.8749,0.0936,334.075,41.8151,3
A,2,15:00,268.0,26.5165,0.0,2.1213,0.0,0.0071,0.9515,0.0726,327.41,17.1953,3
A,2,15:30,263.0,19.3003,3.0,2.8504,0.0103,0.0115,0.9381,0.0299,333.64,9.4308,3
A,2,16:00,244.0,14.2522,1.0,1.0,0.0041,0.0038,0.8092,0.1297,341.04,17.5399,3
A,2,16:30,249.5,7.1589,0.0,0.7071,0.0,0.0029,0.9924,0.0038,321.67,20.5,3
A,2,17:00,211.0,10.3983,1.0,0.7071,0.0044,0.0031,0.9751,0.0162,333.765,11.7037,3
A,2,17:30,203.0,20.1122,0.0,0.7071,0.0,0.0035,0.9455,0.0396,322.04,25.3252,3
A,2,18:00,159.0,21.4709,0.0,0.0,0.0,0.0,0.9681,0.0189,305.16,0.9659,3
A,2,18:30,157.0,2.8284,1.0,1.0,0.0063,0.0064,0.9871,0.0278,353.96,15.2245,3
A,2,19:00,101.0,15.5081,0.0,0.0,0.0,0.0,0.9909,0.0225,324.61,21.5881,3
A,2,19:30,73.0,5.7009,1.0,1.0,0.0139,0.0132,1.0,0.0919,319.52,21.63,3
A,2,20:00,62.0,3.2596,0.5,0.5,0.0078,0.008,0.9429,0.0407,338.535,9.0241,3
A,2,20:30,46.0,3.3354,1.5,1.5,0.0294,0.0362,0.8662,0.0805,282.54,45.3487,3
A,2,21:00,39.0,10.1242,0.0,0.7071,0.0,0.0136,0.8824,0.0832,287.33,43.4239,3
A,2,21:30,28.0,7.6158,0.0,0.7071,0.0,0.0252,1.0,0.1047,308.85,48.1036,3
A,2,22:00,21.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0337,298.93,4.0184,3
A,2,22:30,22.0,4.2426,2.0,2.5495,0.0909,0.1159,0.4118,0.02,258.94,52.2753,3
A,2,23:00,18.0,2.1213,0.0,1.4142,0.0,0.0786,0.5556,0.3501,342.67,9.9102,3
A,2,23:30,10.0,2.0,0.0,0.0,0.0,0.0,1.0,0.1768,221.08,46.0402,3
A,3,00:00,8.0,1.4142,0.0,0.0,0.0,0.0,1.0,0.2357,291.75,219.1718,3
A,3,00:30,4.0,2.1213,0.0,0.0,0.0,0.0,1.0,0.0,293.14,45.5634,3
A,3,01:00,1.0,2.8284,0.0,0.0,0.0,0.0,1.0,0.0,213.0,438.9096,3
A,3,01:30,1.0,2.1213,0.0,0.0,0.0,0.0,1.0,0.0,258.0,76.5182,3
A,3,02:00,1.0,2.1213,0.0,0.0,0.0,0.0,1.0,0.0,178.0,60.208,3
A,3,02:30,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,211.5,75.6604,2
A,3,03:00,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,579.0,175.3625,2
A,3,03:30,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,208.0,0.0,1
A,3,04:00,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,292.25,125.5115,2
A,3,04:30,1.0,0.7071,0.0,0.0,0.0,0.0,1.0,0.0,64.0,46.0435,3
A,3,05:00,1.0,0.7071,0.0,0.0,0.0,0.0,1.0,0.0,227.5,309.4548,3
A,3,05:30,1.0,2.9155,0.0,0.0,0.0,0.0,1.0,0.0,281.0,198.8781,3
A,3,06:00,3.0,0.7071,0.0,0.0,0.0,0.0,1.0,0.0,280.5,88.7764,3
A,3,06:30,3.0,2.8284,1.0,0.7071,0.1429,0.1683,0.6667,0.1179,315.0,86.0035,3
A,3,07:00,11.0,2.5495,2.0,1.4142,0.1538,0.1283,0.8182,0.1071,223.5,76.2227,3
A,3,07:30,15.0,7.6485,0.0,0.0,0.0,0.0,0.4667,0.2606,370.81,75.4047,3
A,3,08:00,43.0,19.8116,0.0,0.7071,0.0,0.0165,0.9286,0.0716,253.48,16.8645,3
A,3,08:30,91.0,11.1803,2.0,2.0,0.0263,0.0224,0.8514,0.1284,310.55,22.9978,3
A,3,09:00,109.0,33.5336,0.0,1.4142,0.0,0.0098,0.9085,0.0864,291.0,51.349,3
A,3,09:30,149.0,38.2688,1.0,1.0,0.0099,0.0071,0.9302,0.0637,298.47,30.6953,3
A,3,10:00,192.0,60.208,0.0,0.7071,0.0,0.0065,0.9573,0.0582,292.23,31.1858,3
A,3,10:30,223.0,61.2209,0.0,0.7071,0.0,0.003,0.9914,0.0819,296.11,25.0229,3
A,3,11:00,226.0,36.9121,1.0,2.2361,0.0054,0.0082,0.9486,0.0347,293.48,10.9091,3
A,3,11:30,235.0,42.4323,0.0,1.4142,0.0,0.0078,0.9787,0.0812,288.07,35.9773,3
A,3,12:00,240.0,28.8617,0.0,2.1213,0.0,0.0103,0.9617,0.0842,295.89,28.9557,3
A,3,12:30,237.0,26.6833,0.0,4.9497,0.0,0.0241,0.962,0.1709,303.3,19.1627,3
A,3,13:00,243.0,51.6624,0.0,0.7071,0.0,0.0042,0.9593,0.089,311.78,14.1868,3
A,3,13:30,230.0,47.5657,1.0,0.0,0.0043,0.0013,0.9825,0.0226,324.64,29.2824,3
A,3,14:00,233.0,53.4462,2.0,1.4142,0.0078,0.0064,0.9805,0.0258,333.66,2.7155,3
A,3,14:30,278.0,77.8621,0.0,1.4142,0.0,0.0084,0.9716,0.1254,312.66,8.6425,3
A,3,15:00,225.0,57.8705,0.0,2.1213,0.0,0.0094,0.981,0.051,327.03,22.3086,3
A,3,15:30,222.0,42.7142,1.0,0.7071,0.0046,0.0034,1.0,0.0117,321.69,19.9653,3
A,3,16:00,244.0,46.8241,0.0,6.364,0.0,0.0288,0.9885,0.0064,329.43,18.2682,3
A,3,16:30,223.0,47.3973,0.0,0.7071,0.0,0.0045,1.0,0.0094,330.95,23.6881,3
A,3,17:00,210.0,54.7814,0.0,2.1213,0.0,0.0114,0.9857,0.017,335.03,24.0981,3
A,3,17:30,158.0,39.5285,0.0,0.7071,0.0,0.0036,0.9891,0.0648,326.35,34.1134,3
A,3,18:00,139.0,28.1514,0.0,1.4142,0.0,0.0141,1.0,0.0216,318.5,26.999,3
A,3,18:30,156.0,46.0109,0.0,1.4142,0.0,0.0156,0.9811,0.017,288.44,14.4053,3
A,3,19:00,87.0,17.8885,0.0,0.7071,0.0,0.0074,0.9787,0.0334,352.68,27.5077,3
A,3,19:30,73.0,20.1122,0.0,0.7071,0.0,0.0097,0.9778,0.0162,362.21,26.4441,3
A,3,20:00,52.0,9.1924,0.0,2.1213,0.0,0.0372,0.9259,0.0311,304.78,33.2461,3
A,3,20:30,47.0,8.6313,1.0,0.7071,0.027,0.0126,0.8889,0.0385,342.8,61.3641,3
A,3,21:00,38.0,2.0,3.0,1.4142,0.0789,0.0382,0.9231,0.0131,311.0,48.7298,3
A,3,21:30,22.0,4.9497,0.0,1.4142,0.0,0.0643,0.95,0.0517,335.55,37.0048,3
A,3,22:00,13.0,10.5119,0.0,0.7071,0.0,0.0262,1.0,0.0544,218.38,93.2844,3
A,3,22:30,13.0,5.3852,1.0,3.5355,0.1667,0.1604,0.4,0.0707,320.42,114.1365,3
A,3,23:00,11.0,3.5355,0.0,0.7071,0.0,0.0643,0.5,0.3847,275.0,49.992,3
A,3,23:30,9.0,3.1623,0.0,0.0,0.0,0.0,0.8,0.0787,262.36,121.107,3
A,4,00:00,4.0,0.7071,0.0,0.0,0.0,0.0,1.0,0.1414,228.8,68.4567,3
A,4,00:30,4.0,1.5811,0.0,0.0,0.0,0.0,1.0,0.0,514.75,137.9042,3
A,4,01:00,2.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,243.5,230.5444,3
A,4,01:30,3.0,1.5811,0.0,0.0,0.0,0.0,1.0,0.0,318.0,51.5422,3
A,4,02:00,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,526.0,0.0,1
A,4,02:30,1.5,0.7071,0.0,0.0,0.0,0.0,1.0,0.0,193.75,51.9723,2
A,4,03:00,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,558.0,0.0,1
A,4,03:30,0.5,0.7071,0.0,0.0,0.0,0.0,1.0,0.0,193.5,273.6503,2
A,4,04:00,1.0,0.7071,0.0,0.0,0.0,0.0,1.0,0.3536,276.5,482.7486,3
A,4,04:30,4.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,359.75,0.0,1
A,4,05:00,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,213.5,7.7782,2
A,4,05:30,1.0,0.7071,0.0,0.0,0.0,0.0,1.0,0.0,113.5,347.8581,3
A,4,06:00,2.0,2.1213,0.0,0.0,0.0,0.0,1.0,0.0,284.0,48.9083,3
A,4,06:30,6.0,1.4142,2.0,1.4142,0.3143,0.1616,0.375,0.1768,422.25,125.1579,2
A,4,07:00,7.0,3.6056,0.0,0.0,0.0,0.0,0.75,0.4643,288.5,65.3232,3
A,4,07:30,13.0,6.6708,0.0,0.7071,0.0,0.0544,0.9444,0.2583,431.92,112.2702,3
A,4,08:00,41.0,22.8035,0.0,0.0,0.0,0.0,0.9333,0.0474,287.71,30.9783,3
A,4,08:30,74.0,41.8808,0.0,0.7071,0.0,0.0095,1.0,0.155,271.07,66.4784,3
A,4,09:00,115.0,68.7677,0.0,0.0,0.0,0.0,0.9918,0.0139,274.44,36.2446,3
A,4,09:30,156.0,97.7062,0.0,0.7071,0.0,0.0045,0.9885,0.0699,324.74,36.8737,3
A,4,10:00,166.0,104.4462,0.0,0.0,0.0,0.0,0.988,0.0087,298.48,58.1603,3
A,4,10:30,202.0,121.8277,0.0,0.7071,0.0,0.0033,0.9667,0.0207,315.42,23.0065,3
A,4,11:00,217.0,132.2592,0.0,0.0,0.0,0.0,0.9955,0.0032,310.86,53.2788,3
A,4,11:30,232.0,134.3801,1.0,1.0,0.0043,0.0308,0.9957,0.1031,292.13,33.5297,3
A,4,12:00,232.0,125.2517,0.0,1.4142,0.0,0.0056,0.988,0.0553,310.03,39.3832,3
A,4,12:30,230.0,118.6971,0.0,2.8284,0.0,0.0449,0.9652,0.1207,327.65,30.8402,3
A,4,13:00,238.0,107.2007,1.0,1.0,0.0077,0.006,0.938,0.181,320.2,34.3163,3
A,4,13:30,206.0,79.3757,0.0,3.5355,0.0,0.0334,0.9261,0.1082,310.3,27.4852,3
A,4,14:00,234.0,105.3399,0.0,1.4142,0.0,0.0057,1.0,0.0247,306.87,13.5933,3
A,4,14:30,235.0,101.7964,1.0,5.7009,0.0036,0.0631,0.8873,0.2288,295.75,34.7341,3
A,4,15:00,223.0,99.6444,4.0,3.5355,0.0156,0.0478,0.7619,0.1959,310.55,18.0319,3
A,4,15:30,231.0,100.5311,1.0,1.0,0.0074,0.0057,0.9892,0.0586,327.46,30.1218,3
A,4,16:00,198.0,92.1954,0.0,2.8284,0.0,0.0322,0.9813,0.0805,308.75,22.6471,3
A,4,16:30,224.0,116.5338,0.0,0.0,0.0,0.0,1.0,0.0,327.39,16.744,3
A,4,17:00,189.0,94.6632,0.0,0.3536,0.0,0.0078,1.0,0.0035,329.85,17.6266,3
A,4,17:30,174.0,85.665,0.0,1.4142,0.0,0.0078,0.954,0.0197,317.8,23.8126,3
A,4,18:00,148.0,77.1006,0.0,0.0,0.0,0.0,1.0,0.039,292.17,25.1024,3
A,4,18:30,129.0,70.2318,0.0,0.7071,0.0,0.0055,0.9927,0.0177,287.81,37.8252,3
A,4,19:00,62.0,28.2312,0.0,0.0,0.0,0.0,1.0,0.0,327.85,55.3704,3
A,4,19:30,48.0,21.225,0.0,0.0,0.0,0.0,0.9792,0.0166,312.79,101.4198,3
A,4,20:00,49.0,15.0,0.0,0.0,0.0,0.0,0.9643,0.0497,303.48,16.2455,3
A,4,20:30,35.0,16.5076,0.0,0.7071,0.0,0.0136,1.0,0.0971,275.96,25.0399,3
A,4,21:00,31.0,4.1231,1.0,0.7071,0.0294,0.0218,0.9394,0.0823,284.3,50.3579,3
A,4,21:30,20.0,8.5147,0.0,0.7071,0.0,0.0589,1.0,0.1286,285.1,151.6843,3
A,4,22:00,21.0,7.0,0.0,0.7071,0.0,0.0505,1.0,0.0544,303.64,135.8423,3
A,4,22:30,12.0,4.7434,0.0,1.4142,0.0,0.0786,0.375,0.1502,222.67,26.8221,3
A,4,23:00,10.0,4.1231,1.0,1.5811,0.1,0.3606,0.6923,0.2183,412.0,143.5074,3
A,4,23:30,8.0,2.1213,0.0,0.7071,0.0,0.0884,0.8571,0.1088,231.8,82.545,3
A,5,00:00,5.0,1.0,0.0,0.7071,0.0,0.1414,1.0,0.1768,355.75,61.1832,3
A,5,00:30,4.0,2.5495,0.0,0.0,0.0,0.0,1.0,0.0,303.75,63.9966,3
A,5,01:00,3.0,1.5811,0.0,0.0,0.0,0.0,1.0,0.0,628.5,261.7386,3
A,5,01:30,2.0,1.4142,0.5,0.7071,0.1666,0.2357,0.75,0.3536,567.25,154.5028,2
A,5,02:00,1.0,1.4142,0.0,0.7071,0.0,0.7071,1.0,0.3536,248.0,532.1058,3
A,5,02:30,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1681.0,0.0,1
A,5,03:00,2.0,1.4142,0.0,0.0,0.0,0.0,1.0,0.0,512.5,488.6108,2
A,5,03:30,2.0,1.4142,0.0,0.0,0.0,0.0,1.0,0.0,572.165,623.4348,2
A,5,04:00,1.0,0.7071,0.0,0.0,0.0,0.0,1.0,0.0,269.0,86.5794,3
A,5,05:00,1.5,0.7071,0.0,0.0,0.0,0.0,1.0,0.0,362.0,127.2792,2
A,5,05:30,1.5,0.7071,0.0,0.0,0.0,0.0,1.0,0.0,173.5,85.5599,2
A,5,06:00,2.0,2.2361,0.0,0.0,0.0,0.0,1.0,0.1414,160.5,23.0341,3
A,5,06:30,5.0,1.4142,0.0,0.7071,0.0,0.1414,0.6,0.3758,334.0,97.8737,3
A,5,07:00,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2357,250.0,92.2031,3
A,5,07:30,14.0,6.5192,2.0,1.0,0.1429,0.005,0.6667,0.2153,304.58,80.5049,3
A,5,08:00,43.0,18.4391,0.0,0.7071,0.0,0.0109,0.8966,0.0282,248.4,33.2843,3
A,5,08:30,83.0,27.5136,0.0,1.4142,0.0,0.0141,1.0,0.0085,280.14,13.4765,3
A,5,09:00,101.0,26.8794,0.0,0.7071,0.0,0.0054,0.9771,0.0109,293.37,22.4756,3
A,5,09:30,170.0,52.1776,1.0,0.7071,0.0049,0.0035,0.9519,0.0261,312.64,13.4229,3
A,5,10:00,172.0,64.0703,0.0,0.7071,0.0,0.003,0.9189,0.0535,300.74,38.3049,3
A,5,10:30,201.0,40.6079,2.0,1.4142,0.0085,0.0068,0.944,0.0528,288.49,19.0816,3
A,5,11:00,228.0,51.2445,0.0,0.7071,0.0,0.0025,0.9487,0.0374,300.64,12.4875,3
A,5,11:30,238.0,63.3482,0.0,0.0,0.0,0.0,0.9755,0.0055,312.93,30.1126,3
A,5,12:00,193.0,64.8151,2.0,1.5811,0.0106,0.0075,0.9466,0.127,306.28,17.5741,3
A,5,12:30,226.0,56.356,3.0,2.2361,0.0099,0.0099,0.8562,0.0612,315.7,26.5158,3
A,5,13:00,223.0,40.8718,1.0,0.7071,0.0037,0.0027,0.9099,0.0084,315.05,22.1276,3
A,5,13:30,224.0,60.5186,0.0,0.0,0.0,0.0,0.9691,0.0108,308.52,8.9408,3
A,5,14:00,228.0,49.366,0.0,0.0,0.0,0.0,0.9889,0.0065,299.93,46.6729,3
A,5,14:30,227.0,55.8793,0.0,0.7071,0.0,0.004,0.917,0.0563,319.35,14.4241,3
A,5,15:00,221.0,58.0,1.0,0.7071,0.0036,0.0031,0.991,0.0319,301.57,6.12,3
A,5,15:30,225.0,79.2465,0.0,0.7071,0.0,0.0031,0.942,0.0201,318.52,16.6672,3
A,5,16:00,232.0,56.6083,0.0,2.1213,0.0,0.0091,0.9333,0.1004,305.6,41.7586,3
A,5,16:30,227.0,58.5235,0.0,0.7071,0.0,0.0031,0.9887,0.0092,319.17,27.8908,3
A,5,17:00,207.0,69.4262,1.0,4.3012,0.008,0.0144,0.9597,0.0643,329.9,15.4356,3
A,5,17:30,171.0,50.4034,0.0,2.1213,0.0,0.0092,0.855,0.1097,306.71,30.7787,3
A,5,18:00,164.0,68.8077,1.0,1.5811,0.0039,0.0142,0.9207,0.1155,316.95,18.7492,3
A,5,18:30,155.0,54.5206,0.0,0.0,0.0,0.0,0.9806,0.0242,334.23,10.8145,3
A,5,19:00,88.0,18.5068,0.0,0.7071,0.0,0.0066,1.0,0.0,309.87,38.3876,3
A,5,19:30,60.0,21.6449,0.0,0.7071,0.0,0.0084,0.9833,0.0181,302.68,55.6385,3
A,5,20:00,55.0,8.6313,1.0,0.7071,0.0161,0.0122,0.9344,0.0467,293.8,6.3633,3
A,5,20:30,47.0,14.9164,2.0,1.5811,0.0408,0.0331,0.8085,0.1086,324.43,72.5943,3
A,5,21:00,50.0,21.4009,3.0,1.0,0.0741,0.0209,0.8511,0.1167,277.0,82.9505,3
A,5,21:30,26.0,7.9057,0.0,2.1213,0.0,0.0573,0.875,0.1053,342.62,14.449,3
A,5,22:00,27.0,9.1924,0.0,0.0,0.0,0.0,0.875,0.1297,350.0,59.8092,3
A,5,22:30,24.0,10.7005,4.0,2.5495,0.1538,0.0744,0.3889,0.1432,317.82,26.3706,3
A,5,23:00,13.0,6.9642,2.0,1.0,0.2222,0.1251,0.3,0.2962,355.9,173.3701,3
A,5,23:30,7.0,3.6056,0.0,0.0,0.0,0.0,1.0,0.0,341.13,101.3679,3
A,6,00:00,5.0,2.2361,0.0,0.0,0.0,0.0,0.8,0.255,448.8,241.5284,3
A,6,00:30,4.0,2.9155,0.0,1.4142,0.0,0.4714,1.0,0.7071,366.0,138.7525,3
A,6,01:00,3.0,2.8284,0.0,0.0,0.0,0.0,1.0,0.0,193.0,158.3919,2
A,6,01:30,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,371.0,324.5776,3
A,6,02:00,1.5,0.7071,0.0,0.0,0.0,0.0,1.0,0.0,360.75,480.4791,2
A,6,02:30,1.0,1.5811,0.0,0.0,0.0,0.0,1.0,0.0,262.0,185.2633,3
A,6,03:00,1.5,0.7071,0.0,0.0,0.0,0.0,1.0,0.0,279.0,41.0122,2
A,6,03:30,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,220.5,0.0,1
A,6,04:00,2.5,0.7071,0.0,0.0,0.0,0.0,1.0,0.0,276.835,68.1156,2
A,6,04:30,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,230.0,0.0,1
A,6,05:00,0.5,0.7071,0.0,0.0,0.0,0.0,1.0,0.0,67.0,94.7523,2
A,6,05:30,2.0,2.5495,0.0,0.0,0.0,0.0,1.0,0.2828,192.8,269.4583,3
A,6,06:00,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,222.0,94.6414,3
A,6,06:30,3.0,2.0,0.0,2.1213,0.0,0.4243,0.0,0.7071,318.5,256.4101,3
A,6,07:00,8.0,2.2361,0.0,2.8284,0.0,0.3142,0.875,0.3473,322.0,134.1167,3
A,6,07:30,9.0,9.0554,0.0,2.8284,0.0,0.1488,1.0,0.5185,278.0,16.0193,3
A,6,08:00,38.0,30.0083,0.0,0.7071,0.0,0.0114,0.8684,0.116,260.33,17.1264,3
