Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,21:30,24,0,0.004,321.41,153,1,0.0088,316.33,255,0,0.0015,339.36,159,6,0.0365,320.94
August,1,22:00,23,0,0.0,321.55,185,0,0.0022,326.38,220,1,0.0024,340.79,124,1,0.0065,317.03
August,1,22:30,17,3,0.1609,376.62,127,0,0.0013,304.2,159,0,0.0015,337.34,98,0,0.004,306.09
August,1,23:00,14,1,0.1022,328.23,90,0,0.0,322.73,124,0,0.0,319.97,78,0,0.0016,302.06
August,1,23:30,9,0,0.052,328.23,68,1,0.0084,325.68,110,0,0.0,303.33,58,0,0.0,309.11
August,1,2:00,2,0,0.0,328.23,6,0,0.0,362.1,23,0,0.0216,330.03,14,0,0.0333,326.6
August,1,2:30,2,0,0.0,328.23,5,0,0.0,362.1,22,0,0.0165,327.22,9,0,0.0,326.6
August,1,3:00,3,0,0.0,328.23,6,0,0.0,362.1,19,0,0.0134,354.29,4,0,0.0407,326.6
August,1,3:30,2,0,0.0,328.23,6,0,0.0,362.1,16,0,0.0,376.66,2,0,0.0,326.6
August,1,4:00,2,0,0.0,328.23,3,0,0.0,362.1,19,0,0.0123,295.08,1,0,0.0,326.6
August,1,4:30,2,0,0.0,328.23,5,0,0.0,362.1,16,0,0.0065,315.4,1,0,0.0,326.6
August,1,5:00,2,0,0.0,328.23,5,0,0.0,362.1,24,0,0.0118,305.49,3,0,0.0,326.6
August,1,5:30,4,0,0.0,328.23,4,0,0.0,362.1,22,0,0.012,331.2,2,0,0.0,326.6
August,1,6:00,4,0,0.037,328.23,8,1,0.128,362.1,44,0,0.0,280.55,13,0,0.0074,326.6
August,1,6:30,5,2,0.4164,328.23,11,8,0.7457,362.1,68,2,0.0303,264.68,30,3,0.0911,264.27
August,1,7:00,12,2,0.1847,328.23,45,1,0.0142,253.35,115,1,0.0066,271.25,50,1,0.0163,261.13
August,1,7:30,18,2,0.1179,356.11,55,2,0.0349,278.53,150,2,0.0125,266.44,82,1,0.0124,285.2
August,1,8:00,54,0,0.0017,284.13,136,0,0.0,278.58,320,1,0.0036,285.81,142,1,0.0093,270.03
August,1,8:30,87,0,0.0028,289.14,201,1,0.0072,300.56,432,1,0.0031,306.53,205,4,0.0179,288.32
August,1,9:00,128,0,0.0,311.06,278,2,0.0055,314.59,620,2,0.0028,312.42,281,2,0.0075,291.49
August,1,9:30,173,1,0.0051,311.78,338,3,0.0079,322.25,825,6,0.0075,307.95,348,8,0.0237,307.0
August,2,0:00,7,0,0.0409,316.72,49,1,0.0191,295.17,78,1,0.0077,322.45,44,0,0.0045,306.86
August,2,0:30,8,0,0.0,316.72,32,0,0.0,324.39,65,0,0.0,323.56,29,0,0.0035,316.98
August,2,10:00,114,1,0.0053,294.11,245,3,0.0103,309.35,592,2,0.0032,312.27,253,3,0.0122,293.97
August,2,10:30,145,0,0.0034,292.68,303,9,0.0282,319.76,640,3,0.0046,324.69,285,9,0.031,295.59
August,2,11:00,189,1,0.0064,300.93,310,3,0.0102,321.93,705,4,0.0051,326.7,343,5,0.0149,303.68
August,2,11:30,169,2,0.0133,296.4,345,7,0.0197,327.1,727,9,0.0126,333.07,353,3,0.0099,305.1
August,2,12:00,197,3,0.0146,301.21,386,4,0.0101,322.95,733,6,0.0078,333.92,361,2,0.0054,310.8
August,2,12:30,207,5,0.0263,302.84,381,7,0.0195,324.66,745,8,0.0114,331.76,374,7,0.0182,304.03
August,2,13:00,190,1,0.0063,305.99,380,10,0.026,326.18,730,7,0.0101,334.46,381,6,0.0157,312.07
August,2,13:30,176,0,0.0019,307.74,377,11,0.0294,321.9,695,15,0.0209,334.26,397,8,0.0193,307.96
August,2,14:00,174,1,0.0073,312.99,415,16,0.0395,329.08,723,10,0.0132,335.49,371,4,0.0099,305.59
August,2,14:30,176,2,0.0094,308.65,397,11,0.0276,334.57,714,4,0.0056,331.14,378,12,0.0318,314.27
August,2,15:00,173,0,0.0028,306.53,500,6,0.0119,325.37,703,0,0.0006,339.28,376,4,0.0117,299.86
August,2,15:30,175,1,0.0037,311.49,395,4,0.0095,319.47,657,1,0.0008,335.99,352,3,0.0084,299.98
August,2,16:00,190,1,0.0038,325.16,468,4,0.0076,333.05,622,1,0.0015,336.14,338,3,0.0079,313.0
August,2,16:30,162,0,0.0019,296.18,493,3,0.0067,338.64,602,1,0.0011,335.26,319,1,0.0045,306.5
August,2,17:00,142,3,0.0188,308.84,379,2,0.0051,333.15,577,1,0.0022,336.83,292,2,0.0065,308.2
August,2,17:30,119,1,0.0091,316.01,347,4,0.0102,336.97,527,1,0.0014,333.6,297,1,0.0023,309.87
August,2,18:00,128,1,0.0072,321.6,265,5,0.0188,343.89,517,2,0.0031,331.89,252,1,0.0034,309.24
August,2,18:30,97,1,0.0074,330.01,304,6,0.0181,333.73,434,2,0.0045,339.84,236,0,0.0009,324.27
August,2,19:00,70,0,0.0028,320.83,253,4,0.0169,332.95,404,3,0.0062,330.84,220,1,0.0042,318.4
August,2,19:30,61,0,0.0063,328.3,271,2,0.0074,318.74,362,6,0.0161,328.84,194,1,0.0028,322.18
August,2,1:00,5,0,0.0222,316.72,10,1,0.0682,351.69,43,0,0.006,314.5,23,0,0.0,323.53
August,2,1:30,2,0,0.037,316.72,8,0,0.0202,351.69,35,0,0.0108,323.38,18,0,0.007,311.75
August,2,20:00,49,0,0.0099,296.97,181,7,0.0387,319.97,317,3,0.0101,335.86,163,1,0.0067,307.1
August,2,20:30,38,1,0.0306,276.25,201,2,0.0116,309.14,285,1,0.0037,329.73,161,1,0.0057,299.47
August,2,21:00,29,1,0.0342,294.85,133,3,0.0215,310.72,227,1,0.0052,331.19,124,3,0.0219,305.62
August,2,21:30,24,0,0.0133,296.99,99,1,0.0106,314.8,185,0,0.0018,332.05,108,0,0.0038,313.38
August,2,22:00,14,0,0.0,316.72,96,1,0.0109,304.08,158,0,0.0027,321.7,87,0,0.0037,297.32
August,2,22:30,11,1,0.0614,316.72,105,1,0.0077,316.57,141,0,0.0,322.91,74,0,0.0028,303.88
August,2,23:00,11,1,0.0661,316.72,99,2,0.0182,291.78,108,0,0.0019,311.88,66,0,0.0,303.25
August,2,23:30,7,0,0.0,316.72,98,1,0.0059,301.19,90,0,0.0,312.48,54,0,0.0064,286.97
August,2,2:00,2,0,0.0,316.72,9,0,0.0,351.69,23,0,0.017,312.33,13,0,0.0053,336.76
August,2,2:30,2,0,0.0,316.72,8,0,0.0,351.69,18,0,0.0,340.16,7,0,0.0,336.76
August,2,3:00,2,0,0.0,316.72,4,0,0.0,351.69,16,0,0.0247,341.13,3,0,0.0,336.76
August,2,3:30,1,0,0.0,316.72,4,0,0.0,351.69,14,0,0.0,346.33,1,0,0.0,336.76
August,2,4:00,3,0,0.0,316.72,6,0,0.0,351.69,11,0,0.0,346.33,0,0,0.0,0.0
August,2,4:30,1,0,0.0,316.72,5,0,0.0,351.69,13,0,0.0053,346.33,0,0,0.0,0.0
August,2,5:00,1,0,0.0,316.72,8,0,0.0,351.69,11,0,0.0,346.33,1,0,0.0,336.76
August,2,5:30,1,0,0.0,316.72,7,0,0.0,351.69,16,0,0.0,308.89,1,0,0.0,336.76
August,2,6:00,2,0,0.0,316.72,4,0,0.0,351.69,21,0,0.0,278.82,9,0,0.0,336.76
August,2,6:30,4,0,0.1095,316.72,15,4,0.2399,323.74,36,0,0.0078,273.86,16,1,0.0394,297.56
August,2,7:00,8,0,0.051,316.72,20,0,0.007,285.21,73,0,0.0048,269.55,27,0,0.0115,262.02
August,2,7:30,15,1,0.0621,300.7,46,0,0.0,313.32,107,1,0.0096,267.04,49,1,0.0158,289.29
August,2,8:00,35,0,0.0079,255.4,43,0,0.0098,295.18,189,1,0.0028,277.61,83,0,0.0036,284.45
August,2,8:30,59,0,0.0019,282.86,72,1,0.0157,308.18,265,1,0.0041,299.54,120,1,0.0057,278.64
August,2,9:00,79,0,0.0014,281.18,115,1,0.0082,287.36,363,1,0.0041,295.48,172,1,0.0068,287.26
August,2,9:30,103,1,0.0082,276.87,210,2,0.0107,307.73,464,8,0.018,314.12,222,3,0.014,280.55
August,3,0:00,4,0,0.0476,331.61,37,1,0.0284,289.73,57,0,0.0079,288.3,39,0,0.0031,280.81
August,3,0:30,3,0,0.1125,331.61,36,1,0.0291,256.76,43,0,0.0036,327.52,28,0,0.0,294.31
August,3,10:00,24,0,0.0,291.44,114,0,0.004,296.36,302,1,0.0024,294.12,140,2,0.0128,293.82
August,3,10:30,36,0,0.0,282.11,143,1,0.0051,316.49,355,1,0.0021,299.5,172,8,0.0464,309.13
August,3,11:00,36,0,0.0,280.69,148,0,0.0023,307.65,376,1,0.0022,307.93,192,3,0.0137,296.36
August,3,11:30,41,0,0.0,299.15,174,2,0.0126,302.41,422,2,0.004,314.45,213,2,0.0098,304.19
August,3,12:00,62,0,0.0,283.93,228,1,0.0044,297.76,474,0,0.001,311.71,214,1,0.0062,295.59
August,3,12:30,66,1,0.01,290.17,250,4,0.0172,308.84,467,2,0.005,311.79,211,1,0.0067,293.63
August,3,13:00,83,2,0.0254,296.6,258,2,0.0072,298.67,483,3,0.0066,323.68,220,3,0.0153,300.85
August,3,13:30,92,1,0.0098,286.26,299,3,0.0104,304.39,485,7,0.0149,318.75,238,2,0.0092,300.87
August,3,14:00,93,1,0.0062,299.64,326,2,0.0064,312.82,487,3,0.0053,327.81,236,1,0.0043,299.6
August,3,14:30,92,2,0.0206,304.44,343,1,0.002,309.53,482,1,0.0027,319.85,239,3,0.0113,303.0
August,3,15:00,83,1,0.0159,303.05,284,0,0.0005,309.81,458,0,0.0006,327.83,245,0,0.0009,309.09
August,3,15:30,95,2,0.0176,296.97,317,1,0.0029,308.52,467,1,0.0017,323.36,234,3,0.0141,298.94
August,3,16:00,97,0,0.0,303.28,279,1,0.0027,302.38,456,1,0.0026,319.62,221,1,0.0053,311.92
August,3,16:30,77,0,0.0,286.09,306,0,0.0012,299.75,457,2,0.004,324.03,228,2,0.0091,306.65
August,3,17:00,64,0,0.0028,298.97,266,2,0.0073,314.81,434,1,0.0023,325.2,219,1,0.0031,312.75
August,3,17:30,68,0,0.0054,279.92,228,1,0.0061,312.58,393,0,0.0011,315.55,205,1,0.0036,305.28
August,3,18:00,45,0,0.0021,297.42,267,1,0.0049,305.7,355,0,0.0,325.04,191,1,0.0057,303.99
August,3,18:30,38,0,0.0032,290.53,225,3,0.0112,311.72,344,1,0.0018,323.99,180,1,0.003,304.12
August,3,19:00,36,0,0.0,287.55,184,1,0.0073,293.54,296,0,0.0,320.41,148,0,0.0008,299.24
August,3,19:30,32,0,0.0031,276.54,176,1,0.0044,314.9,279,1,0.0031,325.22,153,0,0.0024,319.24
August,3,1:00,3,0,0.0476,331.61,14,0,0.0,348.61,35,1,0.0172,294.18,20,0,0.0,313.43
August,3,1:30,2,0,0.0,331.61,9,0,0.0,348.61,25,0,0.0,266.63,18,0,0.0,336.89
August,3,20:00,27,0,0.0042,299.36,109,0,0.0023,306.34,247,0,0.0018,322.76,142,1,0.0096,316.46
August,3,20:30,26,0,0.0106,293.25,124,0,0.0013,303.8,220,0,0.0012,320.55,126,0,0.0032,297.13
August,3,21:00,28,1,0.023,277.79,135,0,0.0,301.75,201,0,0.0,314.04,104,1,0.0074,305.99
August,3,21:30,15,0,0.0,334.4,134,1,0.0052,311.08,162,0,0.0016,306.79,95,0,0.0,310.11
August,3,22:00,20,0,0.0,294.69,84,0,0.0032,319.78,150,0,0.0,320.66,81,1,0.0113,317.17
August,3,22:30,18,2,0.1058,277.85,69,0,0.0,300.21,121,1,0.0052,310.94,69,0,0.0059,306.49
August,3,23:00,10,0,0.0417,331.61,58,0,0.0,258.17,93,0,0.0,313.99,59,0,0.002,312.06
August,3,23:30,6,0,0.0156,331.61,47,0,0.0,269.46,92,0,0.0017,303.16,52,1,0.0119,329.66
August,3,2:00,2,0,0.0,331.61,6,0,0.0,348.61,21,0,0.0133,317.04,14,0,0.0039,329.76
August,3,2:30,1,0,0.0,331.61,4,0,0.0,348.61,16,0,0.0,324.14,9,0,0.0,329.76
August,3,3:00,1,0,0.0,331.61,4,0,0.0,348.61,14,0,0.0347,342.93,3,0,0.0312,329.76
August,3,3:30,1,0,0.0,331.61,3,0,0.0,348.61,8,0,0.0,342.93,1,0,0.0,329.76
August,3,4:00,2,0,0.0,331.61,3,0,0.0,348.61,10,0,0.0,342.93,0,0,0.0,0.0
August,3,4:30,1,0,0.0,331.61,9,0,0.0,348.61,9,0,0.0,342.93,0,0,0.0,0.0
August,3,5:00,1,0,0.0,331.61,4,0,0.0,348.61,11,0,0.0,342.93,1,0,0.0,329.76
August,3,5:30,3,0,0.0,331.61,3,0,0.0238,348.61,10,0,0.0,342.93,2,0,0.0,329.76
August,3,6:00,2,0,0.0,331.61,3,0,0.0,348.61,18,0,0.0,265.52,6,0,0.0,329.76
August,3,6:30,3,0,0.0,331.61,5,0,0.0,348.61,26,0,0.0171,261.5,10,0,0.0104,329.76
August,3,7:00,5,0,0.0,331.61,12,0,0.0,348.61,39,0,0.0,265.53,19,0,0.0,295.3
August,3,7:30,7,0,0.0,331.61,17,0,0.0,317.01,62,0,0.0043,263.16,32,0,0.0078,297.44
August,3,8:00,13,0,0.0114,331.61,24,0,0.0,268.7,101,0,0.0,281.67,50,0,0.0085,280.12
August,3,8:30,14,0,0.0,331.61,26,0,0.0,302.07,143,0,0.0028,289.53,64,0,0.0,303.94
August,3,9:00,22,0,0.0,238.34,77,0,0.0018,298.35,184,0,0.0,296.47,100,1,0.0074,295.37
August,3,9:30,25,0,0.0,302.82,76,0,0.0,303.9,267,0,0.0013,294.52,119,0,0.0034,278.09
August,4,0:00,5,0,0.0,307.45,20,0,0.0116,363.16,65,0,0.0068,315.79,33,0,0.0043,308.45
August,4,0:30,3,0,0.0,307.45,20,0,0.0,315.03,47,0,0.0,312.12,27,0,0.0,335.13
August,4,10:00,212,1,0.0042,318.29,345,2,0.0069,329.45,980,11,0.0108,326.32,458,4,0.0097,313.08
August,4,10:30,235,1,0.0025,307.57,404,8,0.0194,338.99,1080,18,0.0163,335.65,507,10,0.0205,313.12
August,4,11:00,240,0,0.0012,323.9,502,4,0.0082,339.14,1164,6,0.0054,345.67,520,5,0.0104,320.77
August,4,11:30,253,0,0.0,329.58,512,8,0.0151,340.84,1124,11,0.0095,348.19,576,7,0.0126,317.77
August,4,12:00,248,1,0.004,315.95,540,5,0.0088,336.11,1178,13,0.0111,346.92,601,10,0.0161,323.57
August,4,12:30,261,0,0.0011,319.05,549,10,0.0185,344.11,1210,18,0.0146,345.54,630,13,0.0206,323.5
August,4,13:00,253,1,0.0026,311.93,557,4,0.0074,341.88,1180,7,0.006,351.33,589,5,0.0091,322.03
August,4,13:30,254,0,0.0009,316.27,611,9,0.015,337.13,1186,8,0.0068,353.06,613,4,0.0071,318.93
August,4,14:00,263,0,0.0,318.22,574,4,0.0066,337.46,1199,9,0.0072,354.57,634,3,0.0052,314.86
August,4,14:30,273,1,0.0043,327.3,625,4,0.0066,341.54,1190,13,0.0113,353.79,614,7,0.0107,324.37
August,4,15:00,265,1,0.0028,317.34,599,3,0.0045,339.73,1219,7,0.0055,353.77,619,3,0.0052,326.5
August,4,15:30,280,2,0.0083,328.22,571,2,0.0032,343.78,1192,2,0.0013,356.96,606,5,0.0082,329.12
August,4,16:00,258,0,0.0018,331.69,629,2,0.0034,337.0,1202,3,0.0022,352.69,608,2,0.0031,330.32
August,4,16:30,258,0,0.0,324.21,651,6,0.0087,355.33,1159,3,0.0022,358.0,602,6,0.0107,336.76
August,4,17:00,230,1,0.0027,333.75,532,2,0.0043,344.99,1131,5,0.0044,347.84,601,2,0.0039,334.96
August,4,17:30,215,1,0.0037,320.25,551,2,0.0032,350.41,1016,5,0.005,355.28,525,4,0.0083,329.35
August,4,18:00,175,0,0.0022,310.09,510,2,0.0047,346.69,904,8,0.0087,355.06,477,2,0.0033,330.74
August,4,18:30,157,0,0.0027,332.52,449,5,0.0107,338.26,807,3,0.0037,355.65,432,2,0.0039,331.33
August,4,19:00,100,0,0.0,322.56,399,3,0.0087,349.36,697,6,0.0085,358.97,400,3,0.0081,321.41
August,4,19:30,82,1,0.0144,342.09,332,2,0.0066,334.62,640,7,0.0111,355.29,363,8,0.0216,333.96
August,4,1:00,2,0,0.0,307.45,11,0,0.0,321.84,32,0,0.0033,314.74,16,0,0.0,345.83
August,4,1:30,1,0,0.0,307.45,7,0,0.0,321.84,25,0,0.0053,331.09,18,0,0.0,368.35
August,4,20:00,61,0,0.0056,322.69,312,3,0.0101,333.09,542,4,0.0079,360.16,332,7,0.0209,322.43
August,4,20:30,47,1,0.0241,339.13,281,2,0.0059,328.7,483,2,0.004,351.11,266,2,0.0084,327.34
August,4,21:00,39,1,0.0305,332.24,252,3,0.0106,327.27,375,1,0.0032,353.51,221,3,0.0133,322.65
August,4,21:30,29,1,0.0249,301.31,204,0,0.0011,336.74,330,0,0.0004,341.94,173,1,0.0034,329.31
August,4,22:00,22,0,0.0,306.35,129,0,0.0014,316.83,267,1,0.0023,339.41,151,1,0.005,327.19
August,4,22:30,16,3,0.1744,296.62,102,0,0.0,322.11,216,0,0.0015,332.48,128,0,0.0039,322.28
August,4,23:00,14,0,0.0065,307.45,82,0,0.0,298.08,161,0,0.0,322.06,105,1,0.0061,323.84
August,4,23:30,10,0,0.0,307.45,82,0,0.0,296.49,134,0,0.0,334.0,75,0,0.0021,319.35
August,4,2:00,1,0,0.0,307.45,8,0,0.0,321.84,14,0,0.0,340.48,9,0,0.0442,311.48
August,4,2:30,1,0,0.0,307.45,6,0,0.0,321.84,13,1,0.0418,340.48,9,0,0.013,311.48
August,4,3:00,1,0,0.0,307.45,6,0,0.0,321.84,13,0,0.0274,340.48,5,0,0.0238,311.48
August,4,3:30,2,0,0.0,307.45,2,0,0.0,321.84,10,0,0.0,340.48,5,0,0.0464,311.48
August,4,4:00,0,0,0.0,0.0,6,0,0.0,321.84,11,0,0.0,340.48,8,0,0.0397,311.48
August,4,4:30,2,0,0.0,307.45,3,0,0.0,321.84,11,0,0.0,340.48,5,0,0.0333,311.48
August,4,5:00,1,0,0.0,307.45,5,0,0.0,321.84,11,0,0.0,340.48,6,0,0.0,311.48
August,4,5:30,2,0,0.0,307.45,4,0,0.0,321.84,17,0,0.0159,264.32,7,0,0.0,311.48
August,4,6:00,3,0,0.0,307.45,4,0,0.0,321.84,34,0,0.0,257.37,16,0,0.0,247.72
August,4,6:30,3,0,0.1048,307.45,8,2,0.2075,321.84,55,1,0.0115,281.08,23,0,0.0125,259.37
August,4,7:00,8,0,0.0,307.45,23,0,0.0,293.44,92,0,0.0,256.58,36,0,0.0,268.66
August,4,7:30,14,0,0.0175,307.45,52,1,0.0126,281.7,142,0,0.0023,261.51,68,0,0.0051,269.23
August,4,8:00,47,0,0.0044,280.31,98,1,0.0059,285.15,302,0,0.0011,291.26,121,0,0.0024,269.62
August,4,8:30,85,2,0.0178,307.48,179,3,0.0144,294.9,446,0,0.0011,298.48,190,2,0.0113,287.4
August,4,9:00,132,1,0.0044,305.76,216,0,0.0007,306.02,632,2,0.0029,313.81,312,2,0.0056,293.47
August,4,9:30,178,1,0.0049,321.07,316,1,0.0031,324.7,820,7,0.0083,319.28,377,8,0.0218,305.0
August,5,0:00,6,0,0.0,289.73,40,0,0.0,305.39,84,0,0.0,327.41,49,0,0.0067,318.86
August,5,0:30,6,0,0.0,289.73,34,0,0.0,319.36,58,0,0.0,342.17,34,0,0.0,338.65
August,5,10:00,208,1,0.0037,314.53,361,1,0.0033,314.48,835,4,0.0047,324.25,401,2,0.0053,306.27
August,5,10:30,217,0,0.0019,313.84,417,6,0.014,329.02,928,10,0.0105,334.49,453,8,0.018,307.08
August,5,11:00,238,1,0.003,316.66,443,2,0.004,331.28,989,4,0.0038,337.72,471,5,0.0111,323.04
August,5,11:30,258,0,0.0017,319.92,465,4,0.0083,332.71,1061,5,0.0048,340.91,531,4,0.0072,316.57
August,5,12:00,252,1,0.0022,321.11,501,1,0.0028,342.21,1062,8,0.0071,339.68,535,3,0.0061,317.62
August,5,12:30,256,1,0.0046,312.51,470,3,0.0057,342.14,1047,17,0.0159,343.56,539,9,0.0163,321.21
August,5,13:00,246,0,0.0013,317.6,543,3,0.0055,341.49,1066,3,0.0032,342.33,553,6,0.0101,319.82
August,5,13:30,249,0,0.0012,325.28,506,3,0.0068,341.52,1048,9,0.009,345.89,527,5,0.0087,326.49
August,5,14:00,261,0,0.0009,318.44,524,2,0.0038,334.62,1096,4,0.0039,346.11,566,7,0.0117,323.74
August,5,14:30,252,0,0.0006,318.81,574,2,0.0039,342.57,1093,6,0.0056,349.47,543,6,0.0109,326.17
August,5,15:00,251,0,0.0004,319.79,547,2,0.0029,333.2,1065,2,0.0022,348.91,540,3,0.0049,323.29
August,5,15:30,251,1,0.0031,319.31,521,1,0.0027,337.85,1050,3,0.0024,350.32,557,3,0.0054,319.79
August,5,16:00,266,1,0.0048,326.86,499,1,0.0028,346.59,1037,2,0.0015,350.71,586,2,0.0028,323.92
August,5,16:30,254,0,0.0,327.88,513,1,0.0017,342.69,1028,2,0.0017,348.98,554,2,0.0034,327.34
August,5,17:00,229,0,0.001,319.53,514,2,0.0047,347.84,974,2,0.002,351.38,493,1,0.0022,326.21
August,5,17:30,184,0,0.0,318.64,454,2,0.004,347.28,913,3,0.0037,347.85,481,1,0.0019,327.89
August,5,18:00,170,0,0.0027,328.25,459,2,0.0048,343.72,858,5,0.0064,346.54,461,2,0.0054,329.14
August,5,18:30,153,1,0.0072,318.7,419,1,0.0021,337.26,738,5,0.0066,345.86,383,1,0.0027,332.0
August,5,19:00,96,0,0.001,334.52,356,2,0.0058,338.65,684,5,0.0067,348.27,350,2,0.0062,322.04
August,5,19:30,75,0,0.0014,313.42,332,1,0.0031,338.72,587,3,0.0051,341.42,338,5,0.0153,331.88
August,5,1:00,3,0,0.0,289.73,14,0,0.0,316.47,40,0,0.0,344.6,30,0,0.0,361.78
August,5,1:30,3,0,0.0,289.73,7,0,0.0,316.47,33,0,0.0077,294.54,20,0,0.0139,340.37
August,5,20:00,55,1,0.0187,337.81,273,3,0.0112,331.63,492,4,0.0073,347.46,285,4,0.0153,327.3
August,5,20:30,55,1,0.0207,315.51,244,2,0.0095,324.31,441,2,0.0042,346.43,236,1,0.0054,312.73
August,5,21:00,40,1,0.019,321.1,193,1,0.0051,323.83,371,0,0.0008,339.77,203,1,0.0066,321.11
August,5,21:30,27,0,0.0026,306.05,163,0,0.003,326.21,300,0,0.0,340.02,172,1,0.004,333.17
August,5,22:00,22,0,0.0,290.01,123,1,0.0045,331.23,261,1,0.0033,336.03,135,0,0.001,332.81
August,5,22:30,15,2,0.1341,279.49,110,1,0.0058,314.79,205,1,0.0033,337.45,115,1,0.0048,323.13
August,5,23:00,11,0,0.0438,289.73,73,0,0.0031,313.35,150,0,0.0,327.47,88,0,0.0023,331.05
August,5,23:30,9,0,0.0,289.73,52,0,0.0075,299.79,109,0,0.0009,327.28,70,0,0.0043,324.78
August,5,2:00,2,0,0.0,289.73,5,0,0.0,316.47,23,0,0.0046,301.31,13,0,0.0227,307.34
August,5,2:30,2,0,0.0,289.73,5,0,0.0,316.47,20,0,0.0,261.94,11,0,0.0,307.34
August,5,3:00,1,0,0.0,289.73,3,0,0.0,316.47,14,0,0.0167,320.13,3,0,0.0,307.34
August,5,3:30,3,0,0.0,289.73,3,0,0.0,316.47,15,0,0.0,298.38,1,0,0.0,307.34
August,5,4:00,2,0,0.0,289.73,2,0,0.0,316.47,10,0,0.0091,320.13,0,0,0.0,0.0
August,5,4:30,1,0,0.0,289.73,4,0,0.0,316.47,12,0,0.0,320.13,0,0,0.0,0.0
August,5,5:00,2,0,0.0,289.73,2,0,0.0,316.47,15,0,0.0,300.0,0,0,0.0,0.0
August,5,5:30,3,0,0.0,289.73,4,0,0.0,316.47,18,0,0.0091,313.04,1,0,0.0,307.34
