Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,2,13:30,187,0,0.0019,307.74,431,13,0.0294,321.9,705,15,0.0209,334.26,370,7,0.0193,307.96
August,2,14:00,178,1,0.0073,312.99,437,17,0.0395,329.08,702,9,0.0132,335.49,362,4,0.0099,305.59
August,2,14:30,180,2,0.0094,308.65,432,12,0.0276,334.57,695,4,0.0056,331.14,376,12,0.0318,314.27
August,2,15:00,177,0,0.0028,306.53,422,5,0.0119,325.37,660,0,0.0006,339.28,361,4,0.0117,299.86
August,2,15:30,180,1,0.0037,311.49,417,4,0.0095,319.47,640,1,0.0008,335.99,343,3,0.0084,299.98
August,2,16:00,171,1,0.0038,325.16,417,3,0.0076,333.05,618,1,0.0015,336.14,331,3,0.0079,313.0
August,2,16:30,154,0,0.0019,296.18,390,3,0.0067,338.64,572,1,0.0011,335.26,305,1,0.0045,306.5
August,2,17:00,142,3,0.0188,308.84,378,2,0.0051,333.15,535,1,0.0022,336.83,284,2,0.0065,308.2
August,2,17:30,121,1,0.0091,316.01,353,4,0.0102,336.97,517,1,0.0014,333.6,274,1,0.0023,309.87
August,2,18:00,115,1,0.0072,321.6,321,6,0.0188,343.89,490,2,0.0031,331.89,255,1,0.0034,309.24
August,2,18:30,98,1,0.0074,330.01,298,5,0.0181,333.73,445,2,0.0045,339.84,223,0,0.0009,324.27
August,2,19:00,74,0,0.0028,320.83,262,4,0.0169,332.95,401,2,0.0062,330.84,212,1,0.0042,318.4
August,2,19:30,58,0,0.0063,328.3,237,2,0.0074,318.74,358,6,0.0161,328.84,190,1,0.0028,322.18
August,2,1:00,3,0,0.0222,316.72,12,1,0.0682,351.69,40,0,0.006,314.5,24,0,0.0,323.53
August,2,1:30,2,0,0.037,316.72,7,0,0.0202,351.69,35,0,0.0108,323.38,17,0,0.007,311.75
August,2,20:00,46,0,0.0099,296.97,207,8,0.0387,319.97,322,3,0.0101,335.86,163,1,0.0067,307.1
August,2,20:30,37,1,0.0306,276.25,179,2,0.0116,309.14,273,1,0.0037,329.73,149,1,0.0057,299.47
August,2,21:00,27,1,0.0342,294.85,140,3,0.0215,310.72,228,1,0.0052,331.19,127,3,0.0219,305.62
August,2,21:30,20,0,0.0133,296.99,125,1,0.0106,314.8,184,0,0.0018,332.05,105,0,0.0038,313.38
August,2,22:00,14,0,0.0,316.72,99,1,0.0109,304.08,155,0,0.0027,321.7,89,0,0.0037,297.32
August,2,22:30,10,1,0.0614,316.72,81,1,0.0077,316.57,131,0,0.0,322.91,73,0,0.0028,303.88
August,2,23:00,9,1,0.0661,316.72,61,1,0.0182,291.78,97,0,0.0019,311.88,63,0,0.0,303.25
August,2,23:30,6,0,0.0,316.72,49,0,0.0059,301.19,86,0,0.0,312.48,50,0,0.0064,286.97
August,2,2:00,1,0,0.0,316.72,7,0,0.0,351.69,21,0,0.017,312.33,12,0,0.0053,336.76
August,2,2:30,2,0,0.0,316.72,4,0,0.0,351.69,15,0,0.0,340.16,7,0,0.0,336.76
August,2,3:00,1,0,0.0,316.72,4,0,0.0,351.69,12,0,0.0247,346.33,3,0,0.0,336.76
August,2,3:30,1,0,0.0,316.72,4,0,0.0,351.69,13,0,0.0,346.33,0,0,0.0,0.0
August,2,4:00,1,0,0.0,316.72,2,0,0.0,351.69,11,0,0.0,346.33,0,0,0.0,0.0
August,2,4:30,1,0,0.0,316.72,2,0,0.0,351.69,12,0,0.0053,346.33,0,0,0.0,0.0
August,2,5:00,1,0,0.0,316.72,4,0,0.0,351.69,12,0,0.0,346.33,0,0,0.0,0.0
August,2,5:30,1,0,0.0,316.72,3,0,0.0,351.69,15,0,0.0,308.89,1,0,0.0,336.76
August,2,6:00,2,0,0.0,316.72,3,0,0.0,351.69,20,0,0.0,278.82,8,0,0.0,336.76
August,2,6:30,3,0,0.1095,316.72,9,2,0.2399,351.69,37,0,0.0078,273.86,15,1,0.0394,297.56
August,2,7:00,7,0,0.051,316.72,13,0,0.007,351.69,65,0,0.0048,269.55,28,0,0.0115,262.02
August,2,7:30,12,1,0.0621,316.72,22,0,0.0,313.32,105,1,0.0096,267.04,44,1,0.0158,289.29
August,2,8:00,34,0,0.0079,255.4,41,0,0.0098,295.18,185,1,0.0028,277.61,76,0,0.0036,284.45
August,2,8:30,56,0,0.0019,282.86,55,1,0.0157,308.18,266,1,0.0041,299.54,112,1,0.0057,278.64
August,2,9:00,77,0,0.0014,281.18,142,1,0.0082,287.36,372,2,0.0041,295.48,170,1,0.0068,287.26
August,2,9:30,92,1,0.0082,276.87,191,2,0.0107,307.73,447,8,0.018,314.12,209,3,0.014,280.55
August,3,0:00,3,0,0.0476,331.61,37,1,0.0284,288.6,55,0,0.0079,293.92,38,0,0.0031,279.14
August,3,0:30,3,0,0.1125,331.61,28,1,0.0291,262.72,42,0,0.0036,328.24,26,0,0.0,292.48
August,3,10:00,25,0,0.0,293.17,122,0,0.004,299.71,298,1,0.0024,294.74,132,2,0.0128,294.97
August,3,10:30,38,0,0.0,281.17,139,1,0.0051,313.86,350,1,0.0021,300.89,168,8,0.0464,305.9
August,3,11:00,33,0,0.0,281.57,149,0,0.0023,306.02,374,1,0.0022,308.62,185,3,0.0137,295.05
August,3,11:30,38,0,0.0,298.89,181,2,0.0126,301.28,416,2,0.004,312.89,197,2,0.0098,301.85
August,3,12:00,56,0,0.0,284.72,199,1,0.0044,297.57,452,0,0.001,310.49,213,1,0.0062,294.54
August,3,12:30,67,1,0.01,292.9,227,4,0.0172,307.84,449,2,0.005,310.16,211,1,0.0067,294.5
August,3,13:00,86,2,0.0254,301.87,254,2,0.0072,299.76,472,3,0.0066,325.41,218,3,0.0153,301.71
August,3,13:30,92,1,0.0098,287.53,266,3,0.0104,304.72,467,7,0.0149,318.31,231,2,0.0092,302.38
August,3,14:00,95,1,0.0062,300.06,296,2,0.0064,313.46,469,2,0.0053,325.41,226,1,0.0043,298.46
August,3,14:30,94,2,0.0206,303.91,280,1,0.002,307.5,465,1,0.0027,319.27,236,3,0.0113,300.29
August,3,15:00,88,1,0.0159,303.24,295,0,0.0005,310.52,463,0,0.0006,326.07,229,0,0.0009,309.09
August,3,15:30,92,2,0.0176,297.57,310,1,0.0029,308.7,449,1,0.0017,321.68,233,3,0.0141,300.62
August,3,16:00,92,0,0.0,301.31,301,1,0.0027,304.68,448,1,0.0026,318.63,211,1,0.0053,312.9
August,3,16:30,81,0,0.0,282.99,279,0,0.0012,301.42,440,2,0.004,324.4,214,2,0.0091,307.59
August,3,17:00,69,0,0.0028,297.42,276,2,0.0073,312.85,411,1,0.0023,325.15,206,1,0.0031,310.76
August,3,17:30,69,0,0.0054,277.25,255,2,0.0061,313.17,385,0,0.0011,316.34,197,1,0.0036,306.94
August,3,18:00,48,0,0.0021,300.95,241,1,0.0049,306.68,342,0,0.0,325.86,183,1,0.0057,301.33
August,3,18:30,41,0,0.0032,287.8,214,2,0.0112,310.46,323,1,0.0018,321.69,173,1,0.003,301.94
August,3,19:00,34,0,0.0,282.88,191,1,0.0073,295.73,287,0,0.0,322.95,152,0,0.0008,301.38
August,3,19:30,31,0,0.0031,273.0,172,1,0.0044,311.31,262,1,0.0031,324.1,155,0,0.0024,315.93
August,3,1:00,2,0,0.0476,331.61,11,0,0.0,348.61,31,1,0.0172,292.3,20,0,0.0,307.83
August,3,1:30,3,0,0.0,331.61,8,0,0.0,348.61,26,0,0.0,272.09,18,0,0.0,340.62
August,3,20:00,27,0,0.0042,297.17,146,0,0.0023,309.13,237,0,0.0018,320.96,140,1,0.0096,315.34
August,3,20:30,23,0,0.0106,289.08,135,0,0.0013,305.89,216,0,0.0012,319.99,123,0,0.0032,299.86
August,3,21:00,21,0,0.023,279.7,121,0,0.0,303.19,189,0,0.0,314.76,102,1,0.0074,307.01
August,3,21:30,16,0,0.0,341.49,105,1,0.0052,313.49,160,0,0.0016,308.13,87,0,0.0,312.19
August,3,22:00,15,0,0.0,331.61,86,0,0.0032,316.98,140,0,0.0,317.53,77,1,0.0113,316.5
August,3,22:30,14,1,0.1058,331.61,66,0,0.0,300.78,123,1,0.0052,313.23,67,0,0.0059,306.16
August,3,23:00,8,0,0.0417,331.61,56,0,0.0,256.83,96,0,0.0,313.97,54,0,0.002,309.3
August,3,23:30,7,0,0.0156,331.61,45,0,0.0,275.34,83,0,0.0017,306.43,49,1,0.0119,327.18
August,3,2:00,1,0,0.0,331.61,6,0,0.0,348.61,21,0,0.0133,316.3,13,0,0.0039,329.76
August,3,2:30,1,0,0.0,331.61,4,0,0.0,348.61,14,0,0.0,342.93,9,0,0.0,329.76
August,3,3:00,1,0,0.0,331.61,4,0,0.0,348.61,14,0,0.0347,342.93,2,0,0.0312,329.76
August,3,3:30,1,0,0.0,331.61,2,0,0.0,348.61,8,0,0.0,342.93,1,0,0.0,329.76
August,3,4:00,1,0,0.0,331.61,2,0,0.0,348.61,9,0,0.0,342.93,0,0,0.0,0.0
August,3,4:30,0,0,0.0,331.61,2,0,0.0,348.61,7,0,0.0,342.93,0,0,0.0,0.0
August,3,5:00,0,0,0.0,331.61,2,0,0.0,348.61,11,0,0.0,342.93,1,0,0.0,329.76
August,3,5:30,2,0,0.0,331.61,3,0,0.0238,348.61,10,0,0.0,342.93,1,0,0.0,0.0
August,3,6:00,3,0,0.0,331.61,3,0,0.0,348.61,17,0,0.0,266.78,5,0,0.0,329.76
August,3,6:30,2,0,0.0,331.61,4,0,0.0,348.61,25,0,0.0171,257.41,10,0,0.0104,329.76
August,3,7:00,5,0,0.0,331.61,8,0,0.0,348.61,38,0,0.0,270.78,17,0,0.0,296.16
August,3,7:30,6,0,0.0,331.61,12,0,0.0,348.61,63,0,0.0043,264.66,30,0,0.0078,293.11
August,3,8:00,11,0,0.0114,331.61,21,0,0.0,277.04,103,0,0.0,281.21,48,0,0.0085,283.16
August,3,8:30,14,0,0.0,282.64,31,0,0.0,301.92,143,0,0.0028,286.62,65,0,0.0,302.87
August,3,9:00,20,0,0.0,248.61,77,0,0.0018,298.1,189,0,0.0,297.05,98,1,0.0074,294.34
August,3,9:30,25,0,0.0,296.56,98,0,0.0,308.2,243,0,0.0013,293.7,115,0,0.0034,276.26
August,4,0:00,4,0,0.0,307.45,24,0,0.0153,341.0,55,0,0.007,317.6,32,0,0.003,302.73
August,4,0:30,3,0,0.0,307.45,18,0,0.0,316.17,43,0,0.0,306.89,24,0,0.0,324.83
August,4,10:00,209,1,0.0029,320.45,372,2,0.0055,328.07,912,8,0.0083,327.38,426,5,0.0106,312.11
August,4,10:30,232,1,0.0042,309.81,414,9,0.0226,337.1,1011,16,0.0155,336.26,484,12,0.024,315.67
August,4,11:00,241,0,0.0013,320.69,458,4,0.0077,338.66,1099,6,0.0056,344.52,516,5,0.0092,319.95
August,4,11:30,250,0,0.0,331.05,485,7,0.0141,340.45,1119,12,0.0109,347.79,533,7,0.013,320.39
August,4,12:00,246,1,0.0032,316.1,529,3,0.0064,336.55,1157,13,0.0113,346.54,577,9,0.0164,323.72
August,4,12:30,254,1,0.0022,313.5,544,8,0.0139,343.99,1160,16,0.0137,348.31,579,12,0.021,323.01
August,4,13:00,257,1,0.0032,309.82,564,4,0.0074,343.72,1144,7,0.0065,351.39,576,7,0.0118,324.36
August,4,13:30,252,1,0.0022,325.44,572,10,0.017,337.41,1137,13,0.0114,355.22,578,5,0.0091,321.23
August,4,14:00,256,1,0.0029,324.25,601,5,0.0075,336.19,1167,10,0.0087,358.09,605,5,0.0078,317.51
August,4,14:30,271,3,0.0094,325.74,601,5,0.0076,338.78,1172,26,0.0219,355.64,618,9,0.0152,326.33
August,4,15:00,260,1,0.0041,320.39,601,3,0.0044,341.01,1187,10,0.0083,355.38,615,4,0.0063,326.39
August,4,15:30,276,2,0.0062,327.66,602,2,0.0035,342.97,1164,4,0.0037,358.78,605,6,0.0096,328.82
August,4,16:00,261,0,0.0016,334.44,607,2,0.0034,341.49,1176,2,0.0021,355.59,620,2,0.0036,332.81
August,4,16:30,253,0,0.0009,324.51,593,4,0.0067,351.34,1133,2,0.0022,356.91,597,5,0.0086,335.86
August,4,17:00,225,1,0.0045,327.66,568,2,0.0044,347.13,1076,4,0.0037,353.24,572,2,0.0043,337.78
August,4,17:30,211,1,0.0031,319.85,535,2,0.003,349.45,985,4,0.0044,357.01,527,4,0.0084,330.68
August,4,18:00,172,0,0.0022,311.24,478,2,0.0048,349.93,922,9,0.0099,353.56,485,2,0.0036,333.04
August,4,18:30,156,1,0.0051,333.56,447,4,0.0094,340.72,810,3,0.0043,356.09,423,1,0.003,333.94
August,4,19:00,102,0,0.0,329.9,398,4,0.01,351.81,710,5,0.007,359.54,390,2,0.0057,320.32
August,4,19:30,81,1,0.0127,333.14,373,3,0.0077,337.98,646,6,0.0098,356.63,357,8,0.0211,333.43
August,4,1:00,2,0,0.0,307.45,10,0,0.0,321.84,33,0,0.0053,311.3,16,0,0.0,331.02
August,4,1:30,1,0,0.0,307.45,5,0,0.0,321.84,23,0,0.0083,326.17,14,0,0.0046,311.48
August,4,20:00,59,1,0.0094,323.9,334,4,0.0129,335.1,563,5,0.0097,358.85,310,6,0.0193,321.32
August,4,20:30,46,1,0.0233,328.13,267,2,0.006,326.46,469,1,0.0028,348.04,265,2,0.0088,322.98
August,4,21:00,38,1,0.0276,328.39,219,2,0.0085,329.66,388,1,0.0022,351.94,222,3,0.0144,327.28
August,4,21:30,28,1,0.0294,321.33,164,0,0.0015,334.59,336,0,0.001,342.73,178,1,0.003,336.5
August,4,22:00,22,0,0.0,324.45,128,0,0.0021,319.03,258,1,0.002,335.93,147,1,0.0065,325.21
August,4,22:30,15,2,0.1631,326.39,100,0,0.0013,311.79,203,0,0.0016,328.33,124,0,0.0037,324.05
August,4,23:00,14,0,0.0209,307.45,74,0,0.0013,300.12,157,0,0.0006,322.36,99,1,0.0056,334.1
August,4,23:30,9,0,0.0,307.45,55,0,0.0,296.66,118,0,0.0008,338.92,70,0,0.0034,317.75
August,4,2:00,2,0,0.0,307.45,6,0,0.0,321.84,15,0,0.0224,296.13,9,0,0.0393,311.48
August,4,2:30,1,0,0.0,307.45,5,0,0.0,321.84,14,1,0.0528,341.43,9,0,0.0168,311.48
August,4,3:00,0,0,0.0,307.45,2,0,0.0,321.84,12,0,0.0283,340.48,5,0,0.031,311.48
August,4,3:30,1,0,0.0,307.45,1,0,0.0,321.84,9,0,0.0,340.48,4,0,0.0492,311.48
August,4,4:00,0,0,0.0,307.45,2,0,0.0,321.84,10,0,0.0,340.48,4,0,0.0309,311.48
August,4,4:30,1,0,0.0,307.45,2,0,0.0,321.84,9,0,0.0,340.48,5,0,0.05,311.48
August,4,5:00,1,0,0.0,307.45,2,0,0.0,321.84,11,0,0.0,340.48,5,0,0.01,311.48
August,4,5:30,1,0,0.0,307.45,4,0,0.0,321.84,14,0,0.0111,271.64,4,0,0.0,311.48
August,4,6:00,2,0,0.0,307.45,4,0,0.0,321.84,25,0,0.0,267.44,12,0,0.0,311.48
August,4,6:30,3,0,0.1317,307.45,7,2,0.2186,321.84,43,0,0.008,286.35,20,0,0.0154,253.42
August,4,7:00,7,0,0.0,307.45,25,0,0.0042,280.31,79,0,0.0,258.75,34,0,0.0031,279.54
August,4,7:30,13,0,0.0122,307.45,42,1,0.0181,284.43,130,0,0.0024,260.06,56,0,0.0076,269.43
August,4,8:00,45,0,0.0053,285.05,88,0,0.0042,282.15,261,0,0.0015,292.13,117,0,0.0017,269.12
August,4,8:30,83,1,0.0125,306.61,141,2,0.0139,299.09,412,1,0.0013,300.23,182,2,0.0106,286.38
August,4,9:00,129,1,0.0039,299.82,225,0,0.0011,305.91,590,2,0.0026,312.12,291,1,0.0039,292.17
August,4,9:30,176,1,0.006,318.58,287,1,0.0037,319.82,765,8,0.0099,323.78,353,7,0.0201,304.59
August,5,0:00,5,0,0.0,289.73,38,0,0.0,304.83,78,0,0.0019,328.07,47,0,0.0093,313.71
August,5,0:30,5,0,0.0,289.73,27,0,0.0,310.65,56,0,0.0,336.74,33,0,0.0,334.47
August,5,10:00,195,1,0.0033,315.16,332,1,0.003,314.91,822,4,0.0044,325.04,399,2,0.0051,306.57
August,5,10:30,214,0,0.0017,313.9,369,5,0.013,327.72,917,9,0.0103,334.12,435,7,0.0172,306.9
August,5,11:00,228,1,0.004,317.36,413,2,0.0037,331.92,981,4,0.0037,337.2,465,6,0.0121,323.16
August,5,11:30,243,1,0.0035,319.95,442,3,0.0076,332.57,1025,5,0.0046,340.4,507,5,0.0102,317.52
August,5,12:00,248,1,0.0024,320.76,463,1,0.0028,340.8,1026,8,0.0074,340.21,516,3,0.0059,317.95
August,5,12:30,244,1,0.0057,312.05,480,3,0.0059,341.63,1027,18,0.0172,343.84,526,8,0.0154,321.74
August,5,13:00,246,0,0.0019,316.06,502,3,0.005,341.35,1028,3,0.0031,343.56,527,7,0.0127,318.68
August,5,13:30,239,0,0.0011,325.85,505,4,0.008,339.4,1021,9,0.0084,345.99,505,4,0.0089,325.22
August,5,14:00,259,0,0.0017,317.73,543,3,0.0049,333.79,1057,4,0.0036,346.4,557,7,0.0133,323.6
August,5,14:30,256,1,0.0021,319.42,555,2,0.0042,342.74,1057,7,0.0064,350.13,533,6,0.011,325.52
August,5,15:00,252,0,0.0008,321.41,556,1,0.0026,334.21,1041,2,0.0021,349.72,538,3,0.0065,324.01
August,5,15:30,250,1,0.0042,320.54,532,1,0.0025,339.49,1034,2,0.0023,350.65,545,6,0.0103,320.81
August,5,16:00,265,1,0.0044,329.4,532,1,0.0027,346.05,1007,2,0.0016,350.86,561,2,0.0034,324.32
August,5,16:30,246,0,0.0003,330.67,514,1,0.0025,344.23,1001,2,0.002,348.68,541,2,0.0032,326.96
August,5,17:00,219,0,0.001,321.51,487,2,0.0047,347.53,945,3,0.0028,352.12,486,1,0.002,327.32
August,5,17:30,184,0,0.0005,317.35,469,2,0.0038,348.62,890,3,0.0035,348.02,468,1,0.0019,326.48
August,5,18:00,170,0,0.0025,324.02,443,2,0.0046,342.35,827,5,0.0065,347.42,435,2,0.0054,328.24
August,5,18:30,148,1,0.0065,320.3,401,1,0.0027,338.37,707,5,0.0068,345.89,378,1,0.0027,329.5
August,5,19:00,96,0,0.0009,334.46,355,2,0.0061,337.38,647,4,0.0064,347.91,344,2,0.0062,321.38
August,5,19:30,71,0,0.0012,318.02,323,1,0.0028,338.76,565,3,0.0058,341.88,315,5,0.0148,330.18
August,5,1:00,3,0,0.0,289.73,13,0,0.0,316.47,40,0,0.0,339.27,27,0,0.0,357.48
August,5,1:30,2,0,0.0,289.73,7,0,0.0,316.47,29,0,0.007,300.08,18,0,0.0126,340.92
August,5,20:00,54,1,0.0213,336.03,278,3,0.0123,331.95,477,4,0.008,346.69,276,5,0.0195,326.85
August,5,20:30,52,1,0.0257,317.9,243,3,0.0112,324.8,428,2,0.0043,345.7,241,2,0.0067,314.7
August,5,21:00,36,1,0.0173,323.16,194,1,0.0063,326.02,357,0,0.0013,340.09,191,2,0.0083,321.5
August,5,21:30,27,0,0.0023,309.84,161,1,0.0041,326.29,290,0,0.0,340.61,171,1,0.0059,334.03
August,5,22:00,21,0,0.0,295.93,131,1,0.0063,331.18,246,1,0.005,336.67,135,1,0.0041,336.96
August,5,22:30,14,2,0.156,289.73,103,1,0.0052,312.48,190,1,0.0036,334.79,110,1,0.006,325.22
August,5,23:00,11,1,0.0512,289.73,77,0,0.0041,311.71,143,0,0.0,328.92,83,0,0.0031,330.89
August,5,23:30,8,0,0.0,289.73,55,0,0.0068,298.44,106,0,0.0008,325.35,67,0,0.0055,325.46
August,5,2:00,1,0,0.0,289.73,4,0,0.0,316.47,21,0,0.0041,296.7,12,0,0.0289,307.34
August,5,2:30,1,0,0.0,289.73,4,0,0.0,316.47,20,0,0.0,264.26,10,0,0.0,307.34
August,5,3:00,1,0,0.0,289.73,3,0,0.0,316.47,13,0,0.0152,320.13,2,0,0.0,307.34
August,5,3:30,1,0,0.0,289.73,3,0,0.0,316.47,13,0,0.0,320.13,0,0,0.0,0.0
August,5,4:00,1,0,0.0,289.73,2,0,0.0,316.47,10,0,0.0083,320.13,0,0,0.0,0.0
August,5,4:30,1,0,0.0,289.73,3,0,0.0,316.47,11,0,0.0,320.13,0,0,0.0,0.0
August,5,5:00,1,0,0.0,289.73,2,0,0.0,316.47,12,0,0.0,320.13,0,0,0.0,0.0
August,5,5:30,3,0,0.0,289.73,3,0,0.0,316.47,16,0,0.0083,311.31,0,0,0.0,0.0
